status_checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_percent,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age,other_installment_plans,housing,existing_credits_count,job,dependents_count,telephone,foreign_worker,credit_risk_good,predicted_credit_risk,predicted_probability
A12,12,A32,A40,836,A62,A72,4,female_divorced_separated_married,A101,2,A122,23,A141,A152,1,A172,1,A191,yes,0,0,0.2565399791171239
A12,20,A32,A41,6468,A65,A71,1,male_divorced_separated,A101,4,A121,60,A143,A152,1,A174,1,A192,yes,1,1,0.9359490033300161
A12,18,A32,A49,1941,A64,A73,4,male_single,A101,2,A122,35,A143,A152,1,A172,1,A192,yes,1,1,0.887888258876474
A14,22,A32,A43,2675,A63,A75,3,male_single,A101,4,A123,40,A143,A152,1,A173,1,A191,yes,1,1,0.9348025168500094
A14,48,A34,A41,2751,A65,A75,4,male_single,A101,3,A123,38,A143,A152,2,A173,2,A192,yes,1,1,0.9709113606800396
A12,48,A33,A46,6224,A61,A75,4,male_single,A101,4,A124,50,A143,A153,1,A173,1,A191,yes,0,0,0.20630474585695377
A11,40,A34,A46,5998,A61,A73,4,male_single,A101,3,A124,27,A141,A152,1,A173,1,A192,yes,0,0,0.1348092165341702
A12,21,A32,A49,1188,A61,A75,2,female_divorced_separated_married,A101,4,A122,39,A143,A152,1,A173,2,A191,yes,0,1,0.6093364271664207
A14,24,A32,A41,6313,A65,A75,3,male_single,A101,4,A123,41,A143,A152,1,A174,2,A192,yes,1,1,0.9727637257486551
A14,6,A34,A42,1221,A65,A73,1,male_married_widowed,A101,2,A122,27,A143,A152,2,A173,1,A191,yes,1,1,0.9845929321366086
A13,24,A32,A42,2892,A61,A75,3,male_divorced_separated,A101,4,A124,51,A143,A153,1,A173,1,A191,yes,1,1,0.6002713832873867
A14,24,A32,A42,3062,A63,A75,4,male_single,A101,3,A124,32,A143,A151,1,A173,1,A192,yes,1,1,0.7975452241894212
A14,9,A32,A42,2301,A62,A72,2,female_divorced_separated_married,A101,4,A122,22,A143,A151,1,A173,1,A191,yes,1,1,0.8487775629476653
A11,18,A32,A41,7511,A65,A75,1,male_single,A101,4,A122,51,A143,A153,1,A173,2,A192,yes,0,1,0.9399402184125328
A14,12,A34,A42,1258,A61,A72,2,female_divorced_separated_married,A101,4,A122,22,A143,A151,2,A172,1,A191,yes,1,1,0.8829981740686471
A14,24,A33,A40,717,A65,A75,4,male_married_widowed,A101,4,A123,54,A143,A152,2,A173,1,A192,yes,1,1,0.9061475341281583
A12,9,A32,A40,1549,A65,A72,4,male_single,A101,2,A121,35,A143,A152,1,A171,1,A191,yes,1,1,0.8248252007527039
A14,24,A34,A46,1597,A61,A75,4,male_single,A101,4,A124,54,A143,A153,2,A173,2,A191,yes,1,1,0.7911856487174905
A12,18,A34,A43,1795,A61,A75,3,female_divorced_separated_married,A103,4,A121,48,A141,A151,2,A172,1,A192,yes,1,1,0.8500885570566886
A11,20,A34,A42,4272,A61,A75,1,female_divorced_separated_married,A101,4,A122,24,A143,A152,2,A173,1,A191,yes,1,1,0.670533295394267
A14,12,A34,A43,976,A65,A75,4,male_single,A101,4,A123,35,A143,A152,2,A173,1,A191,yes,1,1,0.9798047138891159
A12,12,A32,A40,7472,A65,A71,1,female_divorced_separated_married,A101,2,A121,24,A143,A151,1,A171,1,A191,yes,1,1,0.6362576723397965
A11,36,A32,A40,9271,A61,A74,2,male_single,A101,1,A123,24,A143,A152,1,A173,1,A192,yes,0,0,0.3665717442069783
A12,6,A32,A43,590,A61,A72,3,male_married_widowed,A101,3,A121,26,A143,A152,1,A172,1,A191,no,1,1,0.9155437953004798
A14,12,A34,A43,930,A65,A75,4,male_single,A101,4,A121,65,A143,A152,4,A173,1,A191,yes,1,1,0.9815542109389993
A12,42,A31,A41,9283,A61,A71,1,male_single,A101,2,A124,55,A141,A153,1,A174,1,A192,yes,1,0,0.41863279291039407
A12,15,A30,A40,1778,A61,A72,2,female_divorced_separated_married,A101,1,A121,26,A143,A151,2,A171,1,A191,yes,0,0,0.3093698764509394
A12,8,A32,A49,907,A61,A72,3,male_married_widowed,A101,2,A121,26,A143,A152,1,A173,1,A192,yes,1,1,0.7406902684036405
A12,6,A32,A43,484,A61,A74,3,male_married_widowed,A103,3,A121,28,A141,A152,1,A172,1,A191,yes,1,1,0.8961240543182487
A11,36,A34,A41,9629,A61,A74,4,male_single,A101,4,A123,24,A143,A152,2,A173,1,A192,yes,0,1,0.7188020737550772
A11,48,A32,A44,3051,A61,A73,3,male_single,A101,4,A123,54,A143,A152,1,A173,1,A191,yes,0,0,0.3917925808679636
A11,48,A32,A40,3931,A61,A74,4,male_single,A101,4,A124,46,A143,A153,1,A173,2,A191,yes,0,0,0.19638896502288633
A12,36,A33,A40,7432,A61,A73,2,female_divorced_separated_married,A101,2,A122,54,A143,A151,1,A173,1,A191,yes,1,0,0.22241316087668542
A14,6,A32,A44,1338,A63,A73,1,male_divorced_separated,A101,4,A121,62,A143,A152,1,A173,1,A191,yes,1,1,0.9592500813579914
A14,6,A34,A43,1554,A61,A74,1,female_divorced_separated_married,A101,2,A123,24,A143,A151,2,A173,1,A192,yes,1,1,0.9767320424495421
A11,36,A32,A410,15857,A61,A71,2,male_divorced_separated,A102,3,A123,43,A143,A152,1,A174,1,A191,yes,1,0,0.13026898311692803
A11,18,A32,A43,1345,A61,A73,4,male_married_widowed,A101,3,A121,26,A141,A152,1,A173,1,A191,yes,0,0,0.34669918207794787
A14,12,A32,A40,1101,A61,A73,3,male_married_widowed,A101,2,A121,27,A143,A152,2,A173,1,A192,yes,1,1,0.8008309503364999
A13,12,A32,A43,3016,A61,A73,3,male_married_widowed,A101,1,A123,24,A143,A152,1,A173,1,A191,yes,1,1,0.7371523686844482
A11,36,A32,A42,2712,A61,A75,2,male_single,A101,2,A122,41,A141,A152,1,A173,2,A191,yes,0,0,0.3682369825678933
A11,8,A34,A40,731,A61,A75,4,male_single,A101,4,A121,47,A143,A152,2,A172,1,A191,yes,1,1,0.7140000116222457
A14,18,A34,A42,3780,A61,A72,3,male_divorced_separated,A101,2,A123,35,A143,A152,2,A174,1,A192,yes,1,1,0.8801848891144701
A11,21,A34,A40,1602,A61,A75,4,male_married_widowed,A101,3,A123,30,A143,A152,2,A173,1,A192,yes,1,0,0.46275171220012723
A11,18,A34,A40,3966,A61,A75,1,female_divorced_separated_married,A101,4,A121,33,A141,A151,3,A173,1,A192,yes,0,0,0.3550048379675791
A14,18,A30,A49,4165,A61,A73,2,male_single,A101,2,A123,36,A142,A152,2,A173,2,A191,yes,0,1,0.659577316860719
A11,36,A32,A41,8335,A65,A75,3,male_single,A101,4,A124,47,A143,A153,1,A173,1,A191,yes,0,1,0.7278036989544318
A12,48,A33,A49,6681,A65,A73,4,male_single,A101,4,A124,38,A143,A153,1,A173,2,A192,yes,1,1,0.5141738494288042
A14,24,A33,A49,2375,A63,A73,4,male_single,A101,2,A123,44,A143,A152,2,A173,2,A192,yes,1,1,0.8971253307133543
A11,18,A32,A40,1216,A61,A72,4,female_divorced_separated_married,A101,3,A123,23,A143,A151,1,A173,1,A192,yes,0,0,0.19308309335621213
A11,45,A30,A49,11816,A61,A75,2,male_single,A101,4,A123,29,A143,A151,2,A173,1,A191,yes,0,0,0.08265285537692668
A12,24,A32,A43,5084,A65,A75,2,female_divorced_separated_married,A101,4,A123,42,A143,A152,1,A173,1,A192,yes,1,1,0.8389578694228874
A13,15,A32,A43,2327,A61,A72,2,female_divorced_separated_married,A101,3,A121,25,A143,A152,1,A172,1,A191,yes,0,1,0.7971442835746428
A11,12,A30,A40,1082,A61,A73,4,male_single,A101,4,A123,48,A141,A152,2,A173,1,A191,yes,0,0,0.17793481898345556
A14,12,A32,A43,886,A65,A73,4,female_divorced_separated_married,A101,2,A123,21,A143,A152,1,A173,1,A191,yes,1,1,0.9244960879063431
A14,4,A32,A42,601,A61,A72,1,female_divorced_separated_married,A101,3,A121,23,A143,A151,1,A172,2,A191,yes,1,1,0.8928754643419756
A11,24,A34,A41,2957,A61,A75,4,male_single,A101,4,A122,63,A143,A152,2,A173,1,A192,yes,1,1,0.885035927686115
A14,24,A34,A43,2611,A61,A75,4,male_married_widowed,A102,3,A121,46,A143,A152,2,A173,1,A191,yes,1,1,0.8692307297382038
A11,36,A32,A42,5179,A61,A74,4,male_single,A101,2,A122,29,A143,A152,1,A173,1,A191,yes,0,0,0.44217552234034857
A14,21,A33,A41,2993,A61,A73,3,male_single,A101,2,A121,28,A142,A152,2,A172,1,A191,yes,1,1,0.9207114412841173
A14,18,A32,A45,1943,A61,A72,4,female_divorced_separated_married,A101,4,A121,23,A143,A152,1,A173,1,A191,yes,0,1,0.6659702732130144
A14,24,A31,A49,1559,A61,A74,4,male_single,A101,4,A123,50,A141,A152,1,A173,1,A192,yes,1,1,0.8173545775935058
A14,18,A32,A42,3422,A61,A75,4,male_single,A101,4,A122,47,A141,A152,3,A173,2,A192,yes,1,1,0.6768494314706403
A12,21,A32,A42,3976,A65,A74,2,male_single,A101,3,A123,35,A143,A152,1,A173,1,A192,yes,1,1,0.9396364237016407
A14,18,A32,A40,6761,A65,A73,2,male_single,A101,4,A123,68,A143,A151,2,A173,1,A191,yes,0,1,0.8660901918552545
A14,24,A32,A40,1249,A61,A72,4,male_married_widowed,A101,2,A121,28,A143,A152,1,A173,1,A191,yes,1,1,0.6432098652348257
A11,9,A32,A43,1364,A61,A74,3,male_single,A101,4,A121,59,A143,A152,1,A173,1,A191,yes,1,1,0.8930495049523282
A11,12,A32,A43,709,A61,A75,4,male_single,A101,4,A121,57,A142,A152,1,A172,1,A191,yes,0,1,0.674246189508321
A11,20,A34,A40,2235,A61,A73,4,male_married_widowed,A103,2,A122,33,A141,A151,2,A173,1,A191,no,0,1,0.6498231514448505
A14,24,A34,A41,4042,A65,A74,3,male_single,A101,4,A122,43,A143,A152,2,A173,1,A192,yes,1,1,0.994002802928804
A14,15,A34,A43,1471,A61,A73,4,male_single,A101,4,A124,35,A143,A153,2,A173,1,A192,yes,1,1,0.9366098987880687
A11,18,A31,A40,1442,A61,A74,4,male_single,A101,4,A124,32,A143,A153,2,A172,2,A191,yes,0,0,0.19237690553034772
A14,36,A33,A40,10875,A61,A75,2,male_single,A101,2,A123,45,A143,A152,2,A173,2,A192,yes,1,1,0.6055575814033152
A14,24,A32,A40,1474,A62,A72,4,male_married_widowed,A101,3,A121,33,A143,A152,1,A173,1,A192,yes,1,1,0.7804532494579334
A14,10,A32,A48,894,A65,A74,4,female_divorced_separated_married,A101,3,A122,40,A143,A152,1,A173,1,A192,yes,1,1,0.9918986587517955
A14,15,A34,A42,3343,A61,A73,4,male_single,A101,2,A124,28,A143,A153,1,A173,1,A192,yes,1,1,0.926211721550221
A11,15,A32,A40,3959,A61,A73,3,female_divorced_separated_married,A101,2,A122,29,A143,A152,1,A173,1,A192,yes,0,0,0.3070387765406473
A14,9,A32,A40,3577,A62,A73,1,male_single,A103,2,A121,26,A143,A151,1,A173,2,A191,no,1,1,0.9850327629498145
A14,24,A34,A41,5804,A64,A73,4,male_single,A101,2,A121,27,A143,A152,2,A173,1,A191,yes,1,1,0.9832953182062796
A14,18,A33,A49,2169,A61,A73,4,male_married_widowed,A101,2,A123,28,A143,A152,1,A173,1,A192,yes,0,1,0.8617178773610658
A11,24,A32,A43,2439,A61,A72,4,female_divorced_separated_married,A101,4,A121,35,A143,A152,1,A173,1,A192,yes,0,0,0.47798344307018287
A14,27,A34,A42,4526,A64,A72,4,male_single,A101,2,A121,32,A142,A152,2,A172,2,A192,yes,1,1,0.9419234739937344
A14,10,A32,A42,2210,A61,A73,2,male_single,A101,2,A121,25,A141,A151,1,A172,1,A191,yes,0,1,0.8487996020398368
A14,15,A32,A42,2221,A63,A73,2,female_divorced_separated_married,A101,4,A123,20,A143,A151,1,A173,1,A191,yes,1,1,0.8558737269100899
A11,18,A32,A43,2389,A61,A72,4,female_divorced_separated_married,A101,1,A123,27,A142,A152,1,A173,1,A191,yes,1,0,0.26485873930685383
A14,12,A34,A42,3331,A61,A75,2,male_single,A101,4,A122,42,A142,A152,1,A173,1,A191,yes,1,1,0.9501655287550047
A14,36,A32,A49,7409,A65,A75,3,male_single,A101,2,A122,37,A143,A152,2,A173,1,A191,yes,1,1,0.843767101672943
A11,12,A32,A42,652,A61,A75,4,female_divorced_separated_married,A101,4,A122,24,A143,A151,1,A173,1,A191,yes,1,0,0.3566406939671424
A14,36,A33,A42,7678,A63,A74,2,female_divorced_separated_married,A101,4,A123,40,A143,A152,2,A173,1,A192,yes,1,1,0.8971550161047155
A13,6,A34,A40,1343,A61,A75,1,male_single,A101,4,A121,46,A143,A152,2,A173,2,A191,no,1,1,0.9798142369379087
A11,24,A34,A49,1382,A62,A74,4,male_single,A101,1,A121,26,A143,A152,2,A173,1,A192,yes,1,1,0.8786265625846474
A14,15,A32,A44,874,A65,A72,4,female_divorced_separated_married,A101,1,A121,24,A143,A152,1,A173,1,A191,yes,1,1,0.8986635004104778
A11,12,A32,A42,3590,A61,A73,2,male_single,A102,2,A122,29,A143,A152,1,A172,2,A191,yes,1,0,0.4933859806624618
A12,11,A34,A40,1322,A64,A73,4,female_divorced_separated_married,A101,4,A123,40,A143,A152,2,A173,1,A191,yes,1,1,0.8177619129390707
A11,18,A31,A43,1940,A61,A72,3,male_single,A102,4,A124,36,A141,A153,1,A174,1,A192,yes,1,0,0.22937578840191084
A14,36,A32,A43,3595,A61,A75,4,male_single,A101,2,A123,28,A143,A152,1,A173,1,A191,yes,1,1,0.784308832741533
A11,9,A32,A40,1422,A61,A72,3,male_single,A101,2,A124,27,A143,A153,1,A174,1,A192,yes,0,0,0.47684129822740157
A14,30,A34,A43,6742,A65,A74,2,male_single,A101,3,A122,36,A143,A152,2,A173,1,A191,yes,1,1,0.9777486892104665
A14,24,A32,A41,7814,A61,A74,3,male_single,A101,3,A123,38,A143,A152,1,A174,1,A192,yes,1,1,0.9612349642467083
A14,24,A32,A41,9277,A65,A73,2,male_divorced_separated,A101,4,A124,48,A143,A153,1,A173,1,A192,yes,1,1,0.9317029463392545
A12,30,A34,A40,2181,A65,A75,4,male_single,A101,4,A121,36,A143,A152,2,A173,1,A191,yes,1,1,0.7765028795461144
A14,18,A34,A43,1098,A61,A71,4,female_divorced_separated_married,A101,4,A123,65,A143,A152,2,A171,1,A191,yes,1,1,0.9463279320965633
A12,24,A32,A42,4057,A61,A74,3,male_divorced_separated,A101,3,A123,43,A143,A152,1,A173,1,A192,yes,0,1,0.6679529482773189
A11,12,A32,A46,795,A61,A72,4,female_divorced_separated_married,A101,4,A122,53,A143,A152,1,A173,1,A191,yes,0,0,0.3141288931728602
A12,24,A34,A49,2825,A65,A74,4,male_single,A101,3,A124,34,A143,A152,2,A173,2,A192,yes,1,1,0.8695395049484272
A12,48,A32,A49,15672,A61,A73,2,male_single,A101,2,A123,23,A143,A152,1,A173,1,A192,yes,0,0,0.2183465490965352
A14,36,A34,A40,6614,A61,A75,4,male_single,A101,4,A123,34,A143,A152,2,A174,1,A192,yes,1,1,0.7398200940713481
A14,28,A31,A41,7824,A65,A72,3,male_single,A103,4,A121,40,A141,A151,2,A173,2,A192,yes,1,1,0.8887658479401696
A11,27,A34,A49,2442,A61,A75,4,male_single,A101,4,A123,43,A142,A152,4,A174,2,A192,yes,1,0,0.41499848612054513
A14,15,A34,A43,1829,A61,A75,4,male_single,A101,4,A123,46,A143,A152,2,A173,1,A192,yes,1,1,0.9610447314764607
A11,12,A34,A40,2171,A61,A73,4,male_single,A101,4,A122,38,A141,A152,2,A172,1,A191,no,1,1,0.6970247240457652
A12,36,A34,A41,5800,A61,A73,3,male_single,A101,4,A123,34,A143,A152,2,A173,1,A192,yes,1,1,0.8335146429487876
A14,18,A34,A43,1169,A65,A73,4,male_single,A101,3,A122,29,A143,A152,2,A173,1,A192,yes,1,1,0.976376170939575
A14,36,A33,A41,8947,A65,A74,3,male_single,A101,2,A123,31,A142,A152,1,A174,2,A192,yes,1,1,0.9554546769857086
A11,21,A32,A43,2606,A61,A72,4,female_divorced_separated_married,A101,4,A122,28,A143,A151,1,A174,1,A192,yes,1,0,0.3153632549139671
A14,12,A34,A42,1592,A64,A74,3,female_divorced_separated_married,A101,2,A122,35,A143,A152,1,A173,1,A191,no,1,1,0.9974531326150583
A14,15,A32,A42,2186,A65,A74,1,female_divorced_separated_married,A101,4,A121,33,A141,A151,1,A172,1,A191,yes,1,1,0.9555087901406557
A11,18,A32,A42,4153,A61,A73,2,male_single,A102,3,A123,42,A143,A152,1,A173,1,A191,yes,0,1,0.5591419150269918
A11,16,A34,A40,2625,A61,A75,2,male_single,A103,4,A122,43,A141,A151,1,A173,1,A192,yes,0,1,0.7687806733866606
A14,20,A34,A40,3485,A65,A72,2,male_divorced_separated,A101,4,A121,44,A143,A152,2,A173,1,A192,yes,1,1,0.9382057896636441
A14,36,A34,A41,10477,A65,A75,2,male_single,A101,4,A124,42,A143,A153,2,A173,1,A191,yes,1,1,0.9617470113921619
A14,15,A32,A43,1386,A65,A73,4,male_married_widowed,A101,2,A121,40,A143,A151,1,A173,1,A192,yes,1,1,0.9414215098097752
A14,24,A32,A43,1278,A61,A75,4,male_single,A101,1,A121,36,A143,A152,1,A174,1,A192,yes,1,1,0.9300222057566294
A11,12,A32,A43,1107,A61,A73,2,male_single,A101,2,A121,20,A143,A151,1,A174,2,A192,yes,1,1,0.705983860636172
A11,21,A32,A40,3763,A65,A74,2,male_single,A102,2,A121,24,A143,A152,1,A172,1,A191,no,1,1,0.9121607027709838
A12,36,A32,A46,3711,A65,A73,2,male_married_widowed,A101,2,A123,27,A143,A152,1,A173,1,A191,yes,1,1,0.5181914691138721
A14,15,A33,A41,3594,A61,A72,1,female_divorced_separated_married,A101,2,A122,46,A143,A152,2,A172,1,A191,yes,1,1,0.9546018950744071
A12,9,A32,A40,3195,A65,A73,1,female_divorced_separated_married,A101,2,A121,33,A143,A152,1,A172,1,A191,yes,1,1,0.8119131274161908
A14,36,A33,A43,4454,A61,A73,4,female_divorced_separated_married,A101,4,A121,34,A143,A152,2,A173,1,A191,yes,1,1,0.6932474430218996
A12,24,A34,A42,4736,A61,A72,2,female_divorced_separated_married,A101,4,A123,25,A141,A152,1,A172,1,A191,yes,0,1,0.5298268150284038
A12,30,A32,A43,2991,A65,A75,2,female_divorced_separated_married,A101,4,A123,25,A143,A152,1,A173,1,A191,yes,1,1,0.7703201525263348
A14,11,A32,A49,2142,A64,A75,1,male_divorced_separated,A101,2,A121,28,A143,A152,1,A173,1,A192,yes,1,1,0.9817062925467646
A11,24,A31,A49,3161,A61,A73,4,male_single,A101,2,A122,31,A143,A151,1,A173,1,A192,yes,0,0,0.23606852543855858
A12,48,A30,A410,18424,A61,A73,1,female_divorced_separated_married,A101,2,A122,32,A141,A152,1,A174,1,A192,no,0,0,0.3156174642396712
A14,10,A32,A41,2848,A62,A73,1,male_single,A102,2,A121,32,A143,A152,1,A173,2,A191,yes,1,1,0.9744970819589933
A11,6,A32,A40,14896,A61,A75,1,male_single,A101,4,A124,68,A141,A152,1,A174,1,A192,yes,0,0,0.24638223033849443
A11,24,A32,A42,2359,A62,A71,1,male_divorced_separated,A101,1,A122,33,A143,A152,1,A173,1,A191,yes,0,1,0.5657674667888193
A11,24,A32,A42,3345,A61,A75,4,male_single,A101,2,A122,39,A143,A151,1,A174,1,A192,yes,0,0,0.4640509468179368
A14,18,A34,A42,1817,A61,A73,4,female_divorced_separated_married,A101,2,A124,28,A143,A152,2,A173,1,A191,yes,1,1,0.7924121568700053
A14,48,A33,A43,12749,A63,A74,4,male_single,A101,1,A123,37,A143,A152,1,A174,1,A192,yes,1,1,0.8162973916168366
A11,9,A32,A43,1366,A61,A72,3,female_divorced_separated_married,A101,4,A122,22,A143,A151,1,A173,1,A191,yes,0,0,0.3992002920084267
A12,12,A32,A40,2002,A61,A74,3,male_single,A101,4,A122,30,A143,A151,1,A173,2,A192,yes,1,1,0.589399258667028
A11,24,A31,A42,6872,A61,A72,2,male_divorced_separated,A101,1,A122,55,A141,A152,1,A173,1,A192,yes,0,0,0.15240822656320435
A11,12,A31,A40,697,A61,A72,4,male_single,A101,2,A123,46,A141,A152,2,A173,1,A192,yes,0,0,0.17826979446665564
A11,18,A34,A42,1049,A61,A72,4,female_divorced_separated_married,A101,4,A122,21,A143,A151,1,A173,1,A191,yes,1,0,0.4443998434694755
A11,48,A32,A41,10297,A61,A74,4,male_single,A101,4,A124,39,A142,A153,3,A173,2,A192,yes,0,0,0.19016939713416733
A14,30,A32,A43,1867,A65,A75,4,male_single,A101,4,A123,58,A143,A152,1,A173,1,A192,yes,1,1,0.9653089716733987
A11,12,A33,A40,1344,A61,A73,4,male_single,A101,2,A121,43,A143,A152,2,A172,2,A191,yes,1,0,0.43804886397474063
A11,24,A32,A42,1747,A61,A72,4,male_single,A102,1,A122,24,A143,A152,1,A172,1,A191,no,1,1,0.6588225124297169
A12,9,A32,A43,1670,A61,A72,4,female_divorced_separated_married,A101,2,A123,22,A143,A152,1,A173,1,A192,yes,0,1,0.6034674337884459
A14,9,A34,A40,1224,A61,A73,3,male_single,A101,1,A121,30,A143,A152,2,A173,1,A191,yes,1,1,0.9234308980534062
A14,12,A34,A43,522,A63,A75,4,male_single,A101,4,A122,42,A143,A152,2,A173,2,A192,yes,1,1,0.9688654531527691
A11,12,A32,A43,1498,A61,A73,4,female_divorced_separated_married,A101,1,A123,23,A141,A152,1,A173,1,A191,yes,1,0,0.3094876055830737
A12,30,A33,A43,1919,A62,A72,4,male_single,A101,3,A124,30,A142,A152,2,A174,1,A191,yes,0,0,0.38433369033031106
A13,9,A32,A43,745,A61,A73,3,female_divorced_separated_married,A101,2,A121,28,A143,A152,1,A172,1,A191,yes,0,1,0.8283890297720183
A12,6,A32,A43,2063,A61,A72,4,male_married_widowed,A101,3,A123,30,A143,A151,1,A174,1,A192,yes,1,1,0.5707304582624664
A12,60,A32,A46,6288,A61,A73,4,male_single,A101,4,A124,42,A143,A153,1,A173,1,A191,yes,0,0,0.10311183721950015
A14,24,A34,A41,6842,A65,A73,2,male_single,A101,4,A122,46,A143,A152,2,A174,2,A192,yes,1,1,0.9864928438868485
A14,12,A32,A40,3527,A65,A72,2,male_single,A101,3,A122,45,A143,A152,1,A174,2,A192,yes,1,1,0.9381519263674882
A14,10,A32,A40,1546,A61,A73,3,male_single,A101,2,A121,31,A143,A152,1,A172,2,A191,no,1,1,0.9517054040401622
A14,24,A32,A42,929,A65,A74,4,male_single,A101,2,A123,31,A142,A152,1,A173,1,A192,yes,1,1,0.9588974873776782
A14,4,A34,A40,1455,A61,A74,2,male_single,A101,1,A121,42,A143,A152,3,A172,2,A191,yes,1,1,0.9621343544650237
A11,15,A32,A42,1845,A61,A72,4,female_divorced_separated_married,A103,1,A122,46,A143,A151,1,A173,1,A191,yes,1,1,0.565855424114127
A12,48,A30,A40,8358,A63,A72,1,female_divorced_separated_married,A101,1,A123,30,A143,A152,2,A173,1,A191,yes,1,0,0.12272737729490542
A11,24,A31,A42,3349,A63,A72,4,male_single,A101,4,A124,30,A143,A153,1,A173,2,A192,yes,0,0,0.2811955639248358
A14,12,A32,A40,2859,A65,A71,4,male_single,A101,4,A124,38,A143,A152,1,A174,1,A192,yes,1,1,0.8666994466537725
A14,18,A32,A42,1533,A61,A72,4,male_married_widowed,A102,1,A122,43,A143,A152,1,A172,2,A191,yes,0,1,0.6814716261477461
A14,24,A32,A43,3621,A62,A75,2,male_single,A101,4,A123,31,A143,A152,2,A173,1,A191,yes,0,1,0.9150651766893488
A12,18,A34,A49,3590,A61,A71,3,male_married_widowed,A101,3,A123,40,A143,A152,3,A171,2,A192,yes,1,1,0.7120022838206185
A11,36,A33,A49,2145,A61,A74,2,male_single,A101,1,A123,24,A143,A152,2,A173,1,A192,yes,0,1,0.7420066663167538
A12,24,A32,A41,4113,A63,A72,3,female_divorced_separated_married,A101,4,A123,28,A143,A151,1,A173,1,A191,yes,0,1,0.6244369223133582
A14,36,A32,A42,10974,A61,A71,4,female_divorced_separated_married,A101,2,A123,26,A143,A152,2,A174,1,A192,yes,0,0,0.3920954235936658
A11,12,A32,A40,1893,A61,A73,4,female_divorced_separated_married,A103,4,A122,29,A143,A152,1,A173,1,A192,yes,1,1,0.5401298899848054
A11,24,A34,A43,1231,A64,A75,4,female_divorced_separated_married,A101,4,A122,57,A143,A151,2,A174,1,A192,yes,1,1,0.8630853517726983
A13,30,A34,A43,3656,A65,A75,4,male_single,A101,4,A122,49,A142,A152,2,A172,1,A191,yes,1,1,0.8732212950394301
A12,9,A34,A43,1154,A61,A75,2,male_single,A101,4,A121,37,A143,A152,3,A172,1,A191,yes,1,1,0.9091833792775665
A11,28,A32,A40,4006,A61,A73,3,male_single,A101,2,A123,45,A143,A152,1,A172,1,A191,yes,0,0,0.3533352574134016
A12,24,A32,A42,3069,A62,A75,4,male_single,A101,4,A124,30,A143,A153,1,A173,1,A191,yes,1,1,0.5791626565440661
A14,6,A34,A43,1740,A61,A75,2,male_married_widowed,A101,2,A121,30,A143,A151,2,A173,1,A191,yes,1,1,0.9489333607942423
A12,21,A33,A40,2353,A61,A73,1,male_divorced_separated,A101,4,A122,47,A143,A152,2,A173,1,A191,yes,1,0,0.47638556648488994
A14,15,A32,A40,3556,A65,A73,3,male_single,A101,2,A124,29,A143,A152,1,A173,1,A191,yes,1,1,0.842335045963101
A14,24,A32,A43,2397,A63,A75,3,male_single,A101,2,A123,35,A141,A152,2,A173,1,A192,yes,0,1,0.8777063012180664
A12,6,A32,A45,454,A61,A72,3,male_married_widowed,A101,1,A122,22,A143,A152,1,A172,1,A191,yes,1,1,0.5124722466934625
A12,30,A32,A43,1715,A65,A73,4,female_divorced_separated_married,A101,1,A123,26,A143,A152,1,A173,1,A191,yes,1,1,0.6586228455010262
A12,27,A34,A43,2520,A63,A73,4,male_single,A101,2,A122,23,A143,A152,2,A172,1,A191,yes,0,1,0.7452730174092672
A14,15,A32,A43,3568,A61,A75,4,female_divorced_separated_married,A101,2,A123,54,A141,A151,1,A174,1,A192,yes,1,1,0.7316978724044233
A14,42,A32,A43,7166,A65,A74,2,male_married_widowed,A101,4,A122,29,A143,A151,1,A173,1,A192,yes,1,1,0.8950464439319279
A11,11,A34,A40,3939,A61,A73,1,male_single,A101,2,A121,40,A143,A152,2,A172,2,A191,yes,1,1,0.7224858510622406
A12,15,A32,A45,1514,A62,A73,4,male_single,A103,2,A121,22,A143,A152,1,A173,1,A191,yes,1,1,0.8116929910345184
A14,24,A32,A40,7393,A61,A73,1,male_single,A101,4,A122,43,A143,A152,1,A172,2,A191,yes,1,1,0.7369293313895457
A11,24,A31,A40,1193,A61,A71,1,female_divorced_separated_married,A102,4,A124,29,A143,A151,2,A171,1,A191,yes,0,0,0.08756095903481681
A11,60,A32,A49,7297,A61,A75,4,male_single,A102,4,A124,36,A143,A151,1,A173,1,A191,yes,0,0,0.04938523902443061
A14,30,A34,A43,2831,A61,A73,4,female_divorced_separated_married,A101,2,A123,33,A143,A152,1,A173,1,A192,yes,1,1,0.893834604118717
A13,24,A32,A43,1258,A63,A73,3,female_divorced_separated_married,A101,3,A123,57,A143,A152,1,A172,1,A191,yes,1,1,0.8453483251745203
A12,6,A32,A43,753,A61,A73,2,female_divorced_separated_married,A103,3,A121,64,A143,A152,1,A173,1,A191,yes,1,1,0.9450028345206506
A12,18,A33,A49,2427,A65,A75,4,male_single,A101,2,A122,42,A143,A152,2,A173,1,A191,yes,1,1,0.8173382973915871
A14,24,A33,A40,2538,A61,A75,4,male_single,A101,4,A123,47,A143,A152,2,A172,2,A191,yes,0,1,0.7125401759083458
