applicant_id,gender,ethnicity,age,age_group,disability_status,veteran_status,education_level,application_date,application_month,application_quarter,department,hiring_manager,university_prestige,gpa,degree_relevance,years_experience,career_gap_months,previous_employer_tier,technical_skills_score,communication_skills,leadership_potential,problem_solving,cultural_fit,adaptability_score,technical_interview_score,behavioral_interview_score,case_study_score,panel_interview_score,referral_source,alumni_connection,internal_referral_strength,location_tier,socioeconomic_background,first_generation_college,previous_application_count,previous_rejection_count,previous_salary,self_reported_skills,verified_skills,true_competency_score,y_true,biased_competency_score,y_pred,y_prob,group_gender,group_ethnicity,group_age,group_disability,group_education,group_department,group
51,Female,White,58,55-59,None,Non-veteran,Bachelors,2023-11-14,11,Q4-2023,Operations,Manager_12,Regional,2.783200240358252,Medium,7,14,Government,40.4711879659131,82.77914135877857,55.759050798525166,60.69302901667554,93.32732255345982,51.03918929596683,97.0,77.18860624175564,21.396334285459055,91.25168073897734,Direct Application,0,None,Tier-2,Lower-middle,0,0,0,60531.31457776281,80.17126943884941,70.03340443329365,71.58769938298651,0,54.755280580691235,0,0.4562940048390936,Female,White,55-59,None,Bachelors,Operations,Female
52,Prefer not to say,Mixed,25,18-24,None,Non-veteran,Bachelors,2023-02-28,2,Q1-2023,Engineering,Manager_16,Top-100,4.0,High,0,1,Tech-Giant,66.76912798310188,83.96867585763495,53.98693559739822,68.32847975543226,71.93075430167664,66.87296592372054,70.46819401819441,68.06254193163754,50.70235293196784,52.46034067727906,LinkedIn,0,None,International,Middle,0,2,0,79050.77684903848,49.8063644721422,40.83858692620477,73.14457676941333,0,68.5663804727473,1,0.5713865039395608,Prefer not to say,Mixed,18-24,None,Bachelors,Engineering,Prefer not to say
53,Female,White,64,60+,Multiple,Non-veteran,Bachelors,2023-08-13,8,Q3-2023,Engineering,Manager_3,Top-100,2.9964435252146195,Irrelevant,4,18,Tech-Giant,55.68422284250627,60.268327082726785,48.11826444068954,54.22655456180093,38.9852376008849,67.60356572437524,35.03380349098474,89.53404465977952,97.8967383314936,70.07561289820288,Employee Referral,1,None,Tier-3,Middle,0,1,1,37434.31688162347,81.4313089481833,66.31926686911733,57.89839633532,0,27.921759066602924,0,0.23268132555502435,Female,White,60+,Multiple,Bachelors,Engineering,Female
54,Female,White,26,25-29,None,Combat Veteran,Bachelors,2023-02-21,2,Q1-2023,Operations,Manager_3,Top-100,2.9873541470566254,Irrelevant,2,13,Unemployed,39.042468967355994,93.52852226448584,80.45034513450946,61.63293861949672,30.87451648356374,97.82799707324028,58.92039967121734,44.62599487372951,39.861492532652974,82.2212740907931,Agency,0,None,Tier-1,Lower-middle,0,3,3,72421.49245053809,47.88270666458101,44.36408798295348,66.81364869937671,0,47.54613651369135,0,0.39621780428076125,Female,White,25-29,None,Bachelors,Operations,Female
55,Female,Hispanic,33,30-34,None,Combat Veteran,Masters,2023-12-12,12,Q4-2023,Engineering,Manager_9,For-profit,2.603358565627259,Medium,0,20,Startup,46.43873846335978,51.004418306682346,79.34427886275161,82.51137174107538,-5.148414964520882,84.62141130344347,52.07477485174434,100.03677057521996,96.45053178890713,60.987556388084755,Employee Referral,0,None,Tier-2,Low,1,1,0,66473.07501688472,73.21822873847161,64.13411453391775,68.08354518416002,0,43.57452966673454,0,0.3631210805561212,Female,Hispanic,30-34,None,Masters,Engineering,Female
56,Male,White,51,50-54,Physical,Non-veteran,PhD,2023-12-28,12,Q4-2023,Marketing,Manager_3,Top-100,2.8173858636143416,High,5,6,Unemployed,76.61046323196501,80.06509352830297,89.82953719651431,76.6654106224669,47.292800766505124,75.8049669155902,79.7963826756059,77.64060724130223,41.870852668329846,59.2127827617152,Recruiter,0,None,Tier-1,Middle,1,1,0,59263.82448006712,99.31774429968694,90.82750775903375,81.19223413513849,1,51.191920107315354,0,0.42659933422762797,Male,White,50-54,Physical,PhD,Marketing,Male
57,Male,Black,33,30-34,None,Non-veteran,High School,2023-09-23,9,Q3-2023,HR,Manager_14,Top-100,3.2450758189324067,High,7,9,Startup,86.37435340930347,60.24379166295151,79.29901952506381,43.26285192618036,91.96632446943157,79.21976140662956,92.71016129857604,88.0,98.9284906153701,43.48400195470999,Career Fair,0,Strong,Tier-3,Middle,0,2,2,,61.61679572338907,32.24303241992588,80.36450629327419,1,67.31058006236363,1,0.5609215005196969,Male,Black,30-34,None,High School,HR,Male
58,Female,White,57,55-59,None,Non-veteran,Bachelors,2023-06-05,6,Q2-2023,Finance,Manager_9,Regional,2.9987761140776703,Low,7,12,Mid-size,68.0,67.88229872490601,56.350401459046054,74.5156511254966,58.006049621277725,37.82339380563714,66.62901361295744,71.34803216978375,73.53697813719204,65.78190889277279,Career Fair,1,None,Tier-1,Middle,0,4,3,78559.57323253083,59.352891851266385,77.74918157691104,68.13877339447009,0,48.99588810586434,0,0.40829906754886947,Female,White,55-59,None,Bachelors,Finance,Female
59,Female,Hispanic,24,18-24,None,Non-veteran,Associate,2023-04-25,4,Q2-2023,HR,Manager_9,Regional,3.161433136288631,Medium,13,24,Non-profit,46.085715124361016,70.98398617067005,77.01045899378752,69.18276323193479,47.68177739918025,69.1374577271275,71.85134496501867,87.34290892536545,62.64639428289517,87.0722764127862,Employee Referral,0,Weak,Tier-1,Upper-middle,0,1,0,86790.52241114217,87.78009468217729,52.32155644859794,77.95567144133305,1,58.99361700154407,1,0.49161347501286723,Female,Hispanic,18-24,None,Associate,HR,Female
60,Female,White,29,25-29,None,Non-veteran,Masters,2023-03-22,3,Q1-2023,Product,Manager_17,International,3.4133194361975763,High,13,29,Mid-size,59.6509867626977,72.2461346209674,39.279502803586524,62.212376998384286,85.86459508937382,63.01209651633081,64.09472953321192,69.95759556856497,48.06747207898677,85.04268676408998,LinkedIn,0,Strong,Tier-1,Middle,0,3,0,60168.363784783534,86.11288752533004,94.0,69.86568622588246,0,56.08054291269289,0,0.4673378576057741,Female,White,25-29,None,Masters,Product,Female
61,Male,White,55,50-54,None,Non-veteran,Associate,2023-08-15,8,Q3-2023,Operations,Manager_15,Top-100,2.3567984859109554,Medium,24,5,Government,53.66657918183938,72.96063579702714,83.08427471764281,87.53094762752549,85.98835567572442,56.173792376432004,57.901626452329836,54.60975110029459,76.54742391736809,73.88387070710728,Recruiter,0,None,Tier-1,Middle,1,0,0,77885.24234596454,73.15186184206344,71.36745028719488,76.09202560266712,1,57.800215185387486,0,0.48166845987822904,Male,White,50-54,None,Associate,Operations,Male
62,Non-binary,Mixed,33,30-34,None,Non-veteran,Bachelors,2023-01-31,1,Q1-2023,Sales,Manager_4,Top-100,2.99912963863881,Irrelevant,2,18,Government,66.85864693295687,55.622808393535735,89.86081897137475,82.65664083448864,47.42775466225898,42.87430242011408,87.27627170660011,96.99556998990617,70.53939198034612,55.706546747651736,Employee Referral,0,Medium,International,Middle,1,1,0,47343.13255838088,67.6067412909395,61.76321583467605,78.69353887078948,1,71.28052065759819,1,0.5940043388133183,Non-binary,Mixed,30-34,None,Bachelors,Sales,Non-binary
63,Female,Asian,39,35-39,None,Combat Veteran,No Diploma,2023-08-16,8,Q3-2023,Marketing,Manager_1,Top-100,2.402994558360586,Medium,4,18,Unemployed,51.86101535978267,76.1865016067083,78.10367342866937,83.02034298613316,33.79473682001576,72.74649807858981,54.37372909179281,69.30559109927803,65.6370467581475,54.96393001453244,Agency,1,None,International,Middle,1,2,2,,99.02370746079693,94.0,67.74358288019198,0,54.43734880672741,0,0.45364457338939507,Female,Asian,35-39,None,No Diploma,Marketing,Female
64,Male,Black,36,35-39,Prefer not to say,Non-veteran,Masters,2023-04-27,4,Q2-2023,HR,Manager_8,Regional,3.446241537768577,Medium,1,1,Government,75.88474001637786,52.492768369219135,83.53846654822358,57.74286861864345,-14.390758776606246,55.71026298985615,100.0,81.92672619629323,96.34584326570516,83.80137506582639,Employee Referral,0,Strong,Tier-3,Middle,0,4,3,102924.09141727243,74.67087891939376,38.49585047818945,77.92218338403319,1,50.95711841241908,0,0.42464265343682567,Male,Black,35-39,Prefer not to say,Masters,HR,Male
65,Female,White,39,35-39,None,Non-veteran,Masters,2023-08-31,8,Q3-2023,Engineering,Manager_7,Community,3.3327856261532043,Low,8,18,Mid-size,65.5217094721429,76.27144875166417,67.2689977653618,77.13878902737815,59.38177848115767,41.14526254323617,12.421203595616909,66.8948813254925,26.378315940217135,90.70317066050544,Employee Referral,0,Weak,Tier-1,Middle,0,3,3,,21.962321374562862,41.69449580502684,60.762559959858315,0,44.610777271107835,0,0.37175647725923194,Female,White,35-39,None,Masters,Engineering,Female
66,Female,Indigenous,44,40-44,None,Non-veteran,Professional,2023-12-15,12,Q4-2023,Finance,Manager_9,Regional,3.293710220372073,Medium,5,12,Startup,82.73734714992047,77.62478911515676,69.37354469699605,83.80639795300326,74.15586688911067,83.72265653957952,84.31898114151339,90.06175304326105,87.44806154222904,51.35132023088126,Employee Referral,0,Weak,Tier-2,Upper-middle,0,2,1,74985.57352465477,72.512407190716,40.126173124941474,85.86367685235294,1,81.77681326757273,1,0.6814734438964395,Female,Indigenous,40-44,None,Professional,Finance,Female
67,Non-binary,White,61,60+,None,Non-veteran,Associate,2023-06-10,6,Q2-2023,HR,Manager_12,Top-100,3.065211674590632,Irrelevant,2,8,Unemployed,47.303755716637795,57.25677710070994,76.32548287842694,75.42224724641798,57.47819821950702,64.26044083814517,74.9753745851118,76.75634550837744,49.759566242745976,115.0,Employee Referral,1,Medium,Tier-1,Upper-middle,1,1,0,132274.10700075122,64.3684050284515,55.548964932621956,70.46127805599097,0,50.46031011271556,0,0.42050258427262965,Non-binary,White,60+,None,Associate,HR,Non-binary
68,Female,Hispanic,63,60+,Prefer not to say,Non-veteran,Associate,2023-07-26,7,Q3-2023,Engineering,Manager_3,Regional,3.4221628602226892,Medium,14,17,Startup,39.455039245190704,52.4171562359185,43.23314622640133,66.5122905649618,24.69505917917607,44.08051593956895,64.79448708016953,72.60678926157605,82.48900297936126,91.60774104989574,Employee Referral,0,Weak,Tier-1,Middle,0,1,1,48022.76402699643,67.8228869729139,57.03269351297268,65.73788032547576,0,21.569467298263284,0,0.1797455608188607,Female,Hispanic,60+,Prefer not to say,Associate,Engineering,Female
69,Male,Mixed,50,45-49,None,Non-veteran,Bachelors,2023-07-09,7,Q3-2023,Sales,Manager_10,Regional,2.659376527643968,Low,1,2,Government,51.389805061020226,83.50324151803916,95.32184718106868,86.55463970442023,38.063637712290884,69.92867589188873,87.05560753583481,76.59433603203357,62.295415666894726,75.65475991807172,LinkedIn,0,Weak,Tier-1,Middle,1,1,1,78182.06473734675,95.37559281410722,100.0,79.17627449590873,1,74.76979158773297,1,0.6230815965644414,Male,Mixed,45-49,None,Bachelors,Sales,Male
70,Female,Hispanic,58,55-59,Sensory,Non-veteran,Bachelors,2023-07-10,7,Q3-2023,Product,Manager_12,Regional,2.723789357312096,High,4,17,Government,51.83006997678497,55.19834954408694,81.76612871908341,61.90357852290602,63.62682709672862,69.41742205512833,62.71199589313268,51.9447483035821,80.38735620002709,65.02723471267076,Direct Application,1,None,Tier-2,High,0,4,3,14559.430509631813,38.43715019566992,0.277186498770412,62.991474369886696,0,19.587428944938203,0,0.1632285745411517,Female,Hispanic,55-59,Sensory,Bachelors,Product,Female
71,Female,White,28,25-29,None,Non-veteran,Professional,2023-11-14,11,Q4-2023,Product,Manager_6,Regional,2.6250376775456736,High,1,19,Non-profit,62.10780196394964,74.40405590712449,33.03840222942827,100.0,50.87697511753026,40.236777094687476,83.83868317498063,52.00071146779432,68.92516772389449,72.94192407294621,Agency,0,Medium,Tier-2,Lower-middle,0,3,3,,87.82104748089397,64.44074506437387,66.11622758408373,0,61.01899640094186,1,0.5084916366745155,Female,White,25-29,None,Professional,Product,Female
72,Male,Indigenous,56,55-59,None,Combat Veteran,PhD,2023-04-13,4,Q2-2023,Sales,Manager_19,Regional,3.50963180136879,High,14,11,Mid-size,83.20731045442261,75.14483305982908,63.8576767022453,78.83611001789748,31.322733942393455,56.65022944167785,52.09658122973403,62.20900149303932,98.42585214264145,46.241508531822845,Career Fair,1,None,Tier-2,Middle,0,2,1,,66.26018044588412,56.873940777495726,76.14298344829614,1,54.102678379770595,0,0.45085565316475495,Male,Indigenous,55-59,None,PhD,Sales,Male
73,Female,White,41,40-44,None,Non-veteran,Bachelors,2023-06-17,6,Q2-2023,Sales,Manager_7,Regional,2.1404750712246203,Medium,1,14,Mid-size,35.91332149980309,74.94419281324761,43.37178964812574,69.57041247229333,65.58547076078204,61.15975568398375,59.45096293564539,79.21810937487864,65.71382277595828,54.51731988271543,LinkedIn,1,None,Tier-3,Middle,1,3,0,114265.29809498941,97.09663895799999,66.19509607685892,56.844101574281694,0,51.69075944974396,0,0.4307563287478663,Female,White,40-44,None,Bachelors,Sales,Female
74,Prefer not to say,White,63,60+,None,Non-veteran,High School,2023-01-17,1,Q1-2023,Sales,Manager_15,Top-20,3.2689074673026957,Medium,0,2,Mid-size,64.45748004911123,53.348323446428665,51.94839818080378,45.9423054742029,58.73627930548085,59.53457844017261,83.88031198732315,45.5944167911191,52.9046870535818,35.07759263444224,Career Fair,0,None,Rural,Middle,0,3,1,,100.0,100.0,60.82454191625687,0,51.10926202217841,0,0.4259105168514868,Prefer not to say,White,60+,None,High School,Sales,Prefer not to say
75,Female,Indigenous,27,25-29,None,Non-veteran,Associate,2023-03-16,3,Q1-2023,Sales,Manager_12,Regional,2.9729542553840242,Irrelevant,1,13,Mid-size,82.78546535797214,95.91507836209085,70.39947254421563,85.16686008229503,114.8408641203737,80.02440977379682,52.59690233819331,54.33827546175894,58.09590751528163,85.7968580088806,Career Fair,1,Strong,Tier-1,Middle,0,1,0,90917.40872588045,83.38370668551963,88.83385713132728,72.67338201252093,0,66.52275467860207,1,0.5543562889883505,Female,Indigenous,25-29,None,Associate,Sales,Female
76,Female,Black,34,30-34,None,Non-veteran,Associate,2023-10-28,10,Q4-2023,HR,Manager_18,International,3.695567043753751,Medium,9,22,Non-profit,37.12903895363601,63.73155034110724,54.25871162618989,65.11397178359685,25.23617928108831,76.17071867847375,89.86900221205073,37.4082987284771,79.12776272875297,61.28915473063772,Career Fair,0,None,Tier-3,Low,0,1,0,,77.47205617572199,64.7658115497024,71.01185616864146,0,29.21657248663479,0,0.24347143738862323,Female,Black,30-34,None,Associate,HR,Female
77,Male,Black,51,50-54,None,Non-veteran,High School,2023-10-25,10,Q4-2023,Engineering,Manager_18,Community,2.767686873925087,Medium,18,0,Government,49.157449622251846,81.18388317917571,63.85889411148008,108.0,-36.442429348422294,47.050851666980805,80.12671774388427,48.634418010708416,88.16100020607539,70.05275621524073,LinkedIn,0,Medium,Tier-1,Middle,0,2,1,99423.93501990743,65.51319670423302,48.03015238410762,79.70323806135691,1,29.393357188323655,0,0.24494464323603046,Male,Black,50-54,None,High School,Engineering,Male
78,Female,White,20,18-24,None,Non-veteran,PhD,2023-02-05,2,Q1-2023,Operations,Manager_6,Community,2.3614128924121163,High,2,12,Mid-size,20.895030993881626,33.080178889114485,68.38593963683269,93.8398398376163,52.202209264636295,70.34889604526447,42.82800387888683,62.989147034095765,63.12410883616035,69.22682144800248,Agency,0,Weak,Tier-1,Lower-middle,1,2,0,72676.35303395968,100.0,83.00494732835426,55.064130151370485,0,34.675388919797335,0,0.28896157433164443,Female,White,18-24,None,PhD,Operations,Female
79,Male,White,62,60+,Physical,Non-veteran,Masters,2023-05-15,5,Q2-2023,Sales,Manager_11,Top-20,3.470825669165372,Low,0,7,Mid-size,55.668970865660654,70.38743331878489,66.59868035593156,75.14715362074827,58.391060472613475,64.05852892168373,58.91334949037759,61.39342220737356,74.79036486627314,79.4862463274454,Direct Application,0,None,Tier-2,Upper-middle,0,0,0,101678.08526474916,81.92985942307158,100.0,66.97526008334759,0,37.79347023193478,0,0.3149455852661232,Male,White,60+,Physical,Masters,Sales,Male
80,Female,White,45,40-44,None,Non-veteran,Bachelors,2023-08-11,8,Q3-2023,Operations,Manager_3,Top-100,4.0,Medium,1,15,Tech-Giant,67.98598136302414,74.82340483610255,65.86443403565735,82.86644625181879,22.298789656348816,73.1724910298232,92.0,74.34567254826068,40.8131244171397,66.124840425724,Career Fair,0,None,International,Middle,0,1,0,54793.16935269572,66.49403211400175,50.327629115222635,83.24805992010978,1,64.95846291011965,1,0.5413205242509971,Female,White,40-44,None,Bachelors,Operations,Female
81,Female,Hispanic,62,60+,None,Non-veteran,Masters,2023-08-08,8,Q3-2023,Sales,Manager_16,Community,2.8474998621034486,Medium,3,12,Government,64.61179561535081,76.1256477051384,48.834056071863515,82.85630100539903,52.43247733896095,60.571975916765,49.94040544664918,77.4750758915182,60.706865775153744,69.88983841099444,Recruiter,0,None,Tier-2,Lower-middle,0,1,0,34997.43974219363,100.0,77.3201079884415,65.73148471879395,0,27.67419203854398,0,0.2306182669878665,Female,Hispanic,60+,None,Masters,Sales,Female
82,Male,Black,32,30-34,None,Non-veteran,Associate,2023-05-23,5,Q2-2023,Sales,Manager_17,Regional,3.36978409180419,Low,11,1,Mid-size,86.50742886202293,78.83731217216221,59.13493284679848,82.97223746678318,16.30529577045753,71.0237374368403,66.22988687182988,49.975179975800266,49.59972053281029,61.166468503706994,Direct Application,0,Weak,Tier-1,Middle,0,1,1,44185.98563621506,17.140527631283874,10.389845083125412,77.78553185631493,1,53.4635268181959,0,0.4455293901516325,Male,Black,30-34,None,Associate,Sales,Male
83,Male,White,24,18-24,None,Non-veteran,Bachelors,2023-11-30,11,Q4-2023,Sales,Manager_3,Top-100,3.3358348514330163,High,3,1,Startup,52.4562678093815,97.06232758061012,63.493103814285824,72.04540728352089,48.915909705604065,71.08251032918643,88.73852372832782,98.90968876642813,54.90940917064826,71.02518626347502,Employee Referral,0,None,Tier-2,Upper-middle,0,2,2,111509.8318627754,82.57833212252052,62.95135116269643,81.49697606597817,1,83.03664501306561,1,0.6919720417755467,Male,White,18-24,None,Bachelors,Sales,Male
84,Female,Other,49,45-49,None,Non-veteran,Bachelors,2023-11-25,11,Q4-2023,Finance,Manager_17,International,3.4591690714941463,Medium,0,36,Unemployed,68.30981028468098,67.32383756086774,69.51739585328714,62.66047718696709,50.447726316436814,45.28020216847708,97.0,73.59022740418433,91.00080303937919,96.7859056036558,Recruiter,0,None,Tier-3,Lower-middle,0,3,2,72784.10118423351,76.90922751141346,31.413199733451513,74.34471581583385,0,65.58325488397625,1,0.5465271240331354,Female,Other,45-49,None,Bachelors,Finance,Female
85,Male,White,40,35-39,None,Non-veteran,Bachelors,2023-03-14,3,Q1-2023,Finance,Manager_13,Ivy League,3.360640542774357,High,5,4,Startup,84.30049375484198,85.89533284415572,21.409764585454162,79.22022872257473,117.86612011376356,64.37688891521103,59.71355939950621,81.56909442590114,63.67258892088438,79.08010274457756,Direct Application,0,Weak,Tier-2,Middle,0,2,0,53122.84268292962,94.51872841954176,100.0,71.3034110241166,0,86.1376503099989,1,0.7178137525833242,Male,White,35-39,None,Bachelors,Finance,Male
