group,y_true,y_pred,age,sex,priors_count
Caucasian,1,0,58,Male,2
Hispanic,0,0,23,Male,2
Caucasian,1,1,23,Male,3
African-American,0,0,68,Female,5
Caucasian,0,0,26,Female,2
African-American,1,0,51,Male,0
African-American,0,0,25,Male,0
African-American,1,1,40,Male,5
African-American,0,0,51,Male,14
African-American,1,0,27,Male,2
African-American,1,0,49,Male,11
Other,0,0,36,Male,0
African-American,0,0,20,Male,0
African-American,1,1,21,Male,2
African-American,0,0,31,Female,0
African-American,0,0,57,Male,0
Caucasian,1,0,61,Female,8
Hispanic,1,0,35,Male,3
African-American,1,0,54,Male,3
Caucasian,0,0,39,Male,0
African-American,0,0,24,Male,1
Hispanic,1,0,29,Female,0
African-American,1,1,48,Male,8
African-American,1,0,30,Male,6
African-American,1,1,26,Male,10
African-American,1,1,37,Male,12
African-American,1,0,26,Male,4
African-American,1,1,29,Male,7
African-American,1,0,26,Male,1
African-American,0,0,60,Male,2
Caucasian,1,0,27,Male,2
Caucasian,0,0,22,Male,1
African-American,0,0,28,Male,3
African-American,1,0,33,Male,13
African-American,0,0,28,Male,2
Caucasian,1,0,55,Male,0
African-American,1,1,21,Male,6
Hispanic,1,0,28,Male,2
Hispanic,0,0,22,Female,0
Caucasian,1,0,29,Female,6
African-American,1,1,24,Male,2
African-American,1,0,50,Male,12
African-American,1,0,24,Male,1
African-American,0,0,47,Male,1
Caucasian,0,0,54,Male,6
Caucasian,0,0,42,Female,0
Caucasian,0,0,35,Male,5
African-American,1,0,30,Male,0
Caucasian,0,0,53,Male,1
African-American,0,0,31,Female,2
African-American,1,0,31,Male,0
Other,0,1,23,Male,4
African-American,0,0,47,Male,9
African-American,1,1,24,Male,9
African-American,0,1,22,Female,2
Hispanic,0,0,45,Male,1
African-American,0,0,30,Female,2
Other,1,1,30,Male,5
Caucasian,1,1,43,Female,22
African-American,0,0,50,Male,0
Other,1,0,24,Female,2
Caucasian,0,0,42,Female,3
Caucasian,1,0,29,Female,1
Hispanic,0,0,31,Male,0
African-American,1,1,25,Male,5
African-American,0,0,36,Male,4
African-American,1,0,24,Male,1
Caucasian,0,0,28,Male,5
Caucasian,1,0,31,Male,0
African-American,0,0,23,Male,0
Caucasian,1,0,29,Male,4
African-American,1,0,51,Male,11
African-American,0,0,34,Male,1
African-American,1,0,29,Male,12
African-American,1,1,39,Male,13
Hispanic,0,0,36,Female,0
African-American,1,0,59,Male,15
African-American,1,1,23,Male,3
African-American,0,1,31,Male,15
Caucasian,0,0,53,Male,0
African-American,0,0,34,Male,12
African-American,0,0,63,Female,1
Other,1,0,21,Male,0
African-American,1,0,21,Female,0
Caucasian,1,1,47,Male,28
African-American,1,0,34,Male,7
Caucasian,1,0,58,Male,4
Hispanic,1,0,40,Female,4
African-American,1,1,36,Male,16
African-American,0,0,23,Female,0
African-American,1,0,34,Male,5
Caucasian,0,0,56,Male,13
Caucasian,0,0,52,Female,0
African-American,0,0,56,Male,0
African-American,0,0,37,Female,0
Caucasian,0,0,50,Female,0
African-American,1,0,25,Male,1
African-American,1,0,22,Male,0
Caucasian,1,0,43,Female,0
Caucasian,0,0,30,Male,1
Asian,0,0,29,Male,0
Caucasian,0,0,24,Male,0
African-American,1,1,29,Male,7
Caucasian,0,0,24,Female,0
African-American,0,0,74,Female,0
African-American,1,0,27,Male,8
Hispanic,1,0,37,Male,1
Caucasian,0,0,29,Male,5
African-American,0,0,35,Female,5
African-American,1,0,29,Male,1
Caucasian,0,0,36,Male,1
Caucasian,0,0,26,Male,2
African-American,0,0,26,Female,1
Caucasian,1,0,39,Female,11
African-American,1,0,22,Male,3
Caucasian,0,0,28,Male,0
Caucasian,1,0,51,Male,1
Hispanic,0,0,35,Female,0
African-American,0,0,23,Female,0
African-American,1,0,29,Male,6
Other,1,0,20,Male,0
African-American,1,1,24,Male,1
Hispanic,0,0,23,Female,2
African-American,0,0,33,Female,5
Caucasian,1,0,21,Male,1
Caucasian,0,0,59,Male,3
Caucasian,1,0,26,Male,4
Other,0,0,38,Male,2
Hispanic,0,1,28,Male,2
Hispanic,1,0,23,Male,2
African-American,1,0,21,Male,1
African-American,1,0,52,Male,0
African-American,1,0,56,Male,12
Caucasian,0,0,40,Male,1
Caucasian,1,0,48,Female,8
African-American,0,0,26,Female,0
Caucasian,1,0,66,Male,1
African-American,0,0,54,Female,6
Caucasian,1,0,31,Male,4
Caucasian,0,0,34,Male,0
African-American,1,1,25,Male,9
Caucasian,0,0,47,Male,2
African-American,1,1,51,Male,12
Caucasian,0,0,25,Male,1
Other,1,0,25,Male,0
African-American,1,0,31,Female,2
Caucasian,0,0,36,Male,1
Caucasian,0,0,49,Male,0
African-American,0,0,31,Male,0
Caucasian,0,0,30,Male,1
African-American,1,1,29,Male,3
Caucasian,1,0,53,Female,6
African-American,1,1,21,Male,1
African-American,0,0,21,Male,0
African-American,1,0,27,Female,1
African-American,0,0,65,Female,0
Caucasian,0,0,59,Female,0
African-American,0,0,59,Male,0
African-American,0,0,24,Male,0
African-American,0,0,40,Male,0
African-American,1,0,51,Male,0
African-American,1,1,34,Male,10
Hispanic,1,0,30,Male,1
African-American,0,0,52,Male,1
African-American,1,0,38,Male,2
African-American,0,1,22,Female,0
African-American,0,0,43,Male,0
Caucasian,1,1,32,Male,5
African-American,0,0,55,Male,0
African-American,0,0,26,Male,2
Caucasian,0,0,23,Male,1
Other,0,0,47,Female,0
Caucasian,1,0,28,Male,1
Hispanic,1,0,27,Male,0
Hispanic,1,0,61,Male,2
African-American,0,0,26,Male,0
Caucasian,1,0,28,Female,1
African-American,1,0,43,Male,0
African-American,1,0,33,Male,21
Caucasian,0,0,21,Male,0
Caucasian,0,0,32,Female,0
African-American,1,0,22,Male,1
African-American,0,0,51,Male,3
African-American,1,1,20,Male,2
Caucasian,0,0,35,Male,2
African-American,0,0,37,Female,3
African-American,1,0,28,Male,0
Caucasian,1,0,41,Male,3
African-American,1,1,24,Male,0
African-American,0,0,33,Female,3
Caucasian,0,0,30,Female,4
African-American,1,0,20,Male,1
African-American,0,0,42,Female,1
African-American,1,0,40,Female,15
African-American,1,0,39,Male,0
African-American,0,0,21,Male,0
Caucasian,1,0,39,Male,2
Caucasian,0,0,24,Male,0
African-American,0,0,41,Male,0
African-American,0,0,39,Male,1
African-American,0,1,24,Female,3
African-American,0,0,24,Female,1
African-American,1,0,29,Male,0
Caucasian,1,0,25,Male,2
Caucasian,1,0,23,Female,0
African-American,1,1,22,Male,1
Other,1,0,26,Female,4
African-American,1,1,26,Male,3
African-American,1,0,24,Female,3
African-American,0,0,44,Male,0
Caucasian,1,0,36,Male,1
Caucasian,1,1,39,Male,10
Caucasian,0,0,42,Male,0
Caucasian,0,0,45,Male,1
African-American,1,1,25,Male,7
Caucasian,0,0,33,Male,0
Caucasian,0,0,25,Male,0
African-American,0,0,32,Male,5
African-American,0,0,23,Male,0
Caucasian,0,0,39,Male,0
African-American,1,1,27,Male,12
Caucasian,0,0,35,Female,4
African-American,0,0,38,Female,0
African-American,0,0,30,Male,4
Caucasian,0,0,30,Male,1
Caucasian,0,1,30,Female,0
African-American,1,1,26,Male,18
African-American,0,0,31,Male,2
Other,0,0,34,Male,0
African-American,0,0,25,Female,0
Caucasian,0,0,26,Female,1
African-American,1,0,38,Male,2
African-American,0,0,37,Female,0
Caucasian,0,0,34,Male,3
Hispanic,0,0,38,Female,0
African-American,0,0,31,Female,0
Caucasian,0,0,29,Female,0
Caucasian,1,1,20,Male,1
African-American,0,0,22,Male,0
Hispanic,0,0,51,Female,0
African-American,1,0,24,Male,2
African-American,1,1,47,Male,0
African-American,1,0,36,Female,1
African-American,0,0,21,Male,1
African-American,1,1,25,Male,3
African-American,1,1,23,Male,5
Other,0,0,23,Male,0
Caucasian,0,1,24,Female,0
Caucasian,1,0,35,Male,2
Hispanic,0,0,23,Female,0
African-American,1,0,19,Female,0
Caucasian,1,0,32,Male,0
Caucasian,1,0,39,Female,0
African-American,1,1,30,Male,12
African-American,0,0,33,Male,2
Caucasian,0,0,36,Female,0
African-American,1,1,29,Male,8
Caucasian,0,0,40,Female,0
African-American,0,0,53,Male,4
Caucasian,0,0,28,Female,0
Hispanic,0,0,38,Male,2
African-American,1,1,27,Male,9
Caucasian,0,0,55,Male,0
African-American,0,0,22,Male,1
African-American,0,0,34,Female,1
Caucasian,0,0,55,Male,1
Hispanic,0,1,24,Male,2
African-American,1,1,47,Female,21
Other,0,0,41,Male,0
Hispanic,0,0,41,Male,0
African-American,0,0,61,Male,12
African-American,0,0,57,Male,3
Caucasian,0,0,38,Female,2
Caucasian,1,0,25,Male,13
African-American,1,0,23,Male,0
Caucasian,0,0,23,Male,3
African-American,0,0,20,Male,0
Caucasian,0,1,44,Male,1
Caucasian,0,0,38,Female,1
African-American,1,0,56,Male,5
Caucasian,1,0,43,Male,2
African-American,1,0,22,Male,0
Other,0,0,32,Male,0
African-American,0,0,29,Male,0
African-American,1,1,22,Male,1
African-American,1,1,23,Male,3
Caucasian,0,0,24,Male,1
Other,0,0,45,Male,0
African-American,0,1,21,Male,2
African-American,0,0,29,Female,0
Caucasian,1,0,51,Female,0
Hispanic,1,0,36,Male,2
African-American,0,0,25,Male,1
Hispanic,0,0,46,Male,13
African-American,1,1,62,Male,22
African-American,1,0,25,Male,0
Caucasian,0,0,27,Male,2
Caucasian,1,1,22,Female,3
Hispanic,0,0,37,Male,1
Caucasian,1,0,21,Male,0
Caucasian,1,0,39,Female,2
African-American,1,0,43,Male,8
African-American,1,0,22,Male,0
African-American,0,0,28,Female,4
Caucasian,1,1,43,Male,0
Caucasian,1,1,27,Male,7
Other,1,0,27,Male,0
Caucasian,1,0,31,Male,1
African-American,0,0,28,Female,0
Caucasian,0,0,58,Male,3
Caucasian,1,0,22,Male,0
African-American,0,0,31,Male,5
African-American,0,0,33,Male,0
African-American,1,1,26,Male,6
African-American,0,0,23,Female,1
Caucasian,0,1,32,Male,11
Caucasian,0,1,22,Male,0
African-American,0,0,35,Female,2
Caucasian,1,0,47,Male,1
Hispanic,0,0,35,Male,2
African-American,1,1,29,Male,17
Caucasian,0,0,54,Female,1
Caucasian,0,1,29,Male,0
Other,1,0,28,Female,0
African-American,1,1,51,Male,17
African-American,0,0,36,Female,0
Caucasian,1,0,35,Male,3
African-American,1,0,20,Male,1
African-American,0,0,25,Male,0
African-American,0,0,29,Male,2
Hispanic,1,1,31,Male,0
Caucasian,0,0,39,Male,0
African-American,1,0,30,Male,1
African-American,0,0,23,Female,0
African-American,0,0,23,Female,1
Hispanic,0,0,37,Female,0
African-American,1,0,30,Male,21
African-American,1,1,33,Male,18
Hispanic,1,0,20,Male,0
African-American,1,0,30,Male,9
African-American,0,0,23,Male,1
African-American,1,0,27,Female,0
African-American,0,0,38,Male,10
African-American,0,0,42,Male,1
African-American,0,0,31,Male,0
African-American,1,1,23,Male,2
Caucasian,1,0,31,Male,1
African-American,1,0,43,Male,1
Caucasian,0,0,39,Male,0
African-American,0,0,31,Male,0
Caucasian,1,0,22,Male,3
African-American,0,0,33,Female,0
African-American,1,0,23,Male,1
Caucasian,0,0,29,Female,0
Caucasian,0,0,62,Male,2
African-American,1,0,56,Female,1
African-American,1,0,24,Female,4
Caucasian,0,0,44,Female,0
African-American,1,0,22,Male,2
African-American,1,0,28,Female,4
African-American,0,0,30,Male,0
Caucasian,1,0,32,Male,1
Caucasian,0,0,51,Male,3
African-American,0,0,21,Male,0
African-American,1,1,21,Male,2
African-American,1,1,27,Male,3
Hispanic,0,0,28,Male,0
African-American,0,0,31,Female,0
African-American,1,1,33,Male,0
Caucasian,0,0,49,Female,2
Other,0,0,41,Female,2
Caucasian,0,0,20,Male,0
African-American,1,0,31,Male,10
African-American,1,0,25,Male,5
African-American,1,1,23,Male,4
Caucasian,0,0,26,Male,0
Asian,1,0,45,Female,6
Caucasian,0,0,28,Male,1
African-American,1,1,28,Female,13
Caucasian,1,0,39,Male,0
Hispanic,1,0,59,Male,1
African-American,0,0,52,Male,4
Hispanic,0,0,36,Male,1
African-American,1,0,30,Male,2
African-American,1,0,21,Female,0
African-American,1,0,25,Male,2
African-American,0,0,22,Male,0
African-American,1,0,61,Male,20
Caucasian,0,0,24,Male,2
Caucasian,1,1,26,Female,2
African-American,0,0,34,Female,6
African-American,1,1,45,Male,12
African-American,1,0,54,Male,4
African-American,0,0,51,Male,8
African-American,0,0,28,Male,0
Caucasian,0,0,23,Male,0
Caucasian,1,0,30,Male,0
African-American,1,0,25,Male,0
Caucasian,0,0,25,Male,2
Caucasian,0,0,28,Male,2
African-American,1,0,32,Female,0
African-American,0,0,35,Male,7
African-American,1,0,49,Male,0
Caucasian,1,0,36,Male,5
African-American,1,1,33,Male,16
Other,0,0,30,Male,1
Caucasian,0,0,58,Female,1
African-American,0,0,22,Male,2
Caucasian,1,0,28,Male,2
Hispanic,1,0,28,Male,0
African-American,1,1,26,Male,6
Caucasian,1,0,36,Female,3
Caucasian,0,1,23,Male,0
African-American,1,0,22,Male,0
African-American,0,0,26,Male,0
African-American,0,0,25,Male,1
Native American,0,0,40,Male,2
African-American,1,0,28,Male,0
African-American,0,0,56,Male,1
African-American,0,0,36,Male,0
Caucasian,0,0,51,Male,0
African-American,0,1,35,Female,9
Caucasian,1,0,24,Male,0
African-American,1,0,27,Male,6
Caucasian,1,1,22,Male,2
Caucasian,1,1,23,Female,4
Caucasian,1,0,27,Female,0
African-American,1,1,31,Male,8
Caucasian,0,0,25,Male,3
Caucasian,0,0,52,Female,0
Hispanic,0,0,35,Male,0
Caucasian,0,0,24,Female,0
Other,0,0,57,Male,0
Caucasian,0,0,38,Male,2
Hispanic,0,0,26,Male,1
African-American,1,0,20,Male,3
African-American,0,0,34,Male,2
African-American,1,1,25,Male,11
Caucasian,0,0,24,Female,0
Caucasian,1,0,49,Male,4
African-American,1,1,27,Male,15
African-American,1,0,28,Male,10
Caucasian,0,0,55,Male,0
Caucasian,1,0,47,Male,3
African-American,1,0,55,Male,10
African-American,1,0,22,Male,0
African-American,0,1,32,Male,9
Caucasian,0,0,55,Male,0
African-American,0,0,23,Male,3
Caucasian,1,0,54,Male,2
Asian,0,0,40,Male,0
African-American,1,0,27,Male,0
African-American,0,0,29,Female,5
Caucasian,0,0,45,Female,0
Other,0,0,25,Male,2
Caucasian,1,0,40,Male,4
African-American,1,0,38,Male,7
African-American,1,1,26,Male,3
African-American,0,0,37,Female,0
Caucasian,0,0,41,Male,1
Other,0,0,33,Female,0
African-American,0,0,57,Male,1
African-American,0,1,34,Male,3
African-American,1,0,29,Male,1
Hispanic,0,0,45,Male,8
Caucasian,0,0,22,Male,1
African-American,1,1,22,Female,0
African-American,0,0,21,Male,0
Caucasian,0,0,56,Male,1
African-American,0,0,48,Male,4
Hispanic,0,0,27,Male,1
Caucasian,1,0,27,Male,2
Hispanic,0,0,34,Male,1
African-American,1,0,23,Male,5
African-American,1,0,47,Male,3
African-American,1,0,33,Male,6
Caucasian,0,0,58,Male,1
African-American,0,0,33,Female,1
African-American,0,0,40,Female,2
Caucasian,0,0,22,Male,0
Caucasian,0,0,39,Male,2
Caucasian,0,0,35,Male,1
Hispanic,0,0,22,Male,0
African-American,1,0,43,Male,7
Hispanic,0,0,37,Male,4
African-American,1,1,26,Male,2
Hispanic,0,0,60,Male,0
Caucasian,0,0,39,Female,1
African-American,1,1,36,Male,16
Caucasian,1,0,21,Male,0
Hispanic,1,0,28,Female,1
Other,0,0,70,Female,0
African-American,0,0,53,Male,6
Caucasian,0,0,37,Male,0
African-American,1,0,21,Male,1
African-American,0,0,28,Male,1
African-American,0,0,21,Male,1
African-American,0,0,56,Male,0
Caucasian,0,0,30,Male,3
Caucasian,1,1,27,Male,0
Hispanic,1,0,37,Male,6
African-American,0,1,27,Male,1
African-American,1,0,41,Male,7
African-American,1,0,30,Female,7
African-American,1,1,32,Male,7
African-American,0,0,32,Male,3
Caucasian,1,0,34,Female,5
African-American,0,0,46,Male,3
African-American,1,0,24,Male,1
African-American,1,0,32,Male,7
Caucasian,1,0,43,Male,6
Caucasian,0,0,50,Male,3
Caucasian,1,0,30,Male,4
African-American,0,0,37,Male,3
Hispanic,0,0,37,Male,1
Caucasian,0,0,40,Male,3
Caucasian,0,0,53,Female,0
Other,1,0,31,Male,6
African-American,0,0,33,Male,4
African-American,0,0,22,Female,0
African-American,1,0,27,Male,2
African-American,1,1,25,Male,5
Caucasian,0,0,24,Male,2
African-American,1,0,24,Female,2
African-American,0,0,26,Female,1
African-American,1,1,26,Female,3
Caucasian,1,0,20,Male,0
African-American,1,0,27,Male,4
Caucasian,1,0,24,Male,1
African-American,1,0,26,Male,8
Caucasian,0,0,26,Male,5
Hispanic,1,0,54,Male,0
African-American,0,0,64,Male,13
Caucasian,0,0,24,Male,0
Caucasian,0,0,57,Female,0
Caucasian,0,0,46,Female,0
African-American,0,0,56,Male,16
Caucasian,0,0,39,Female,0
Caucasian,0,0,68,Male,4
African-American,1,0,28,Male,1
African-American,1,0,39,Male,19
Caucasian,0,0,38,Male,0
African-American,0,1,25,Female,3
Caucasian,0,0,25,Male,2
African-American,1,0,21,Male,3
Caucasian,0,0,31,Male,2
African-American,1,0,33,Male,3
African-American,1,1,26,Male,20
African-American,0,1,35,Female,13
African-American,0,1,34,Male,19
Other,1,1,41,Male,31
Other,0,0,57,Male,0
African-American,0,0,42,Female,1
African-American,1,1,26,Male,9
African-American,1,0,36,Male,2
African-American,1,1,41,Male,24
Caucasian,0,0,27,Male,0
Other,1,0,58,Female,0
Caucasian,1,0,45,Male,3
Caucasian,0,0,34,Male,5
Hispanic,0,0,50,Male,0
Caucasian,1,1,25,Male,6
African-American,1,0,24,Male,2
African-American,0,0,27,Male,2
Caucasian,1,0,30,Male,2
Caucasian,1,1,22,Male,3
African-American,0,0,27,Male,0
Other,1,0,20,Male,0
African-American,1,0,41,Male,19
Caucasian,0,0,30,Male,0
African-American,0,1,24,Male,3
African-American,0,0,39,Male,0
African-American,1,0,32,Female,3
Caucasian,1,0,29,Female,0
Other,1,0,37,Male,0
African-American,1,1,26,Male,24
African-American,1,0,24,Male,2
Other,0,0,30,Male,2
African-American,1,1,20,Male,4
African-American,1,0,25,Male,1
Caucasian,1,0,31,Female,0
African-American,1,0,25,Male,0
Caucasian,1,0,41,Male,0
Caucasian,0,0,25,Male,0
African-American,1,0,25,Male,2
African-American,1,0,22,Male,1
African-American,0,0,25,Female,0
African-American,0,0,38,Male,0
Hispanic,0,0,40,Male,0
Caucasian,0,0,49,Female,4
Caucasian,0,0,35,Female,2
Native American,1,0,21,Male,0
Other,0,0,25,Male,0
Caucasian,0,0,21,Male,1
African-American,1,1,24,Female,11
Caucasian,0,0,28,Male,3
African-American,1,0,34,Male,4
African-American,0,0,57,Male,8
African-American,1,1,40,Male,15
African-American,1,0,22,Male,2
African-American,1,0,37,Male,3
African-American,0,0,43,Female,0
African-American,1,0,26,Male,5
Caucasian,1,0,24,Male,2
Caucasian,1,0,56,Male,1
African-American,1,0,23,Male,2
Caucasian,0,0,43,Male,12
Asian,0,0,32,Male,0
African-American,1,1,21,Male,0
African-American,0,0,51,Male,2
African-American,1,1,20,Male,0
African-American,1,1,42,Male,17
Hispanic,0,0,58,Male,1
Other,0,0,28,Female,1
African-American,0,0,30,Female,2
Caucasian,1,0,28,Male,4
Caucasian,1,1,24,Female,9
African-American,1,1,22,Male,1
Caucasian,0,0,50,Male,1
African-American,0,1,30,Male,5
Caucasian,1,0,28,Male,0
African-American,1,0,21,Male,3
Hispanic,0,0,26,Male,2
Caucasian,0,0,51,Female,0
African-American,0,0,21,Male,1
Caucasian,1,0,29,Male,0
Caucasian,0,0,43,Male,0
African-American,0,0,22,Male,1
African-American,1,0,52,Male,0
African-American,0,0,36,Male,0
African-American,0,0,24,Male,0
African-American,0,0,26,Male,5
African-American,0,1,27,Male,8
Caucasian,1,1,19,Male,0
Caucasian,0,0,26,Male,2
African-American,0,0,29,Female,0
Caucasian,1,1,29,Female,20
African-American,1,0,38,Male,1
African-American,0,0,34,Male,5
Other,0,0,23,Male,2
Other,1,0,26,Male,0
African-American,0,0,29,Female,1
African-American,0,0,24,Male,1
Hispanic,1,1,31,Male,1
Caucasian,0,0,50,Male,0
African-American,0,0,24,Female,0
African-American,0,0,31,Female,0
African-American,1,1,36,Male,13
African-American,1,1,32,Male,13
African-American,1,0,42,Male,1
African-American,0,0,22,Male,0
African-American,1,0,26,Male,5
African-American,1,1,26,Male,10
Hispanic,1,0,30,Male,3
Caucasian,1,0,53,Male,3
African-American,1,0,23,Male,2
Caucasian,0,0,22,Male,0
Caucasian,0,0,27,Male,0
Other,0,0,21,Female,0
Caucasian,1,0,42,Male,2
African-American,1,0,31,Male,4
Caucasian,0,0,80,Male,0
African-American,0,0,68,Male,6
African-American,0,1,23,Male,1
African-American,1,0,36,Male,4
Caucasian,0,1,24,Male,0
Caucasian,1,1,21,Male,0
African-American,1,0,26,Male,3
African-American,1,0,30,Female,8
Caucasian,0,0,36,Male,1
African-American,1,1,21,Male,0
African-American,0,0,31,Female,1
African-American,1,0,20,Female,0
Caucasian,0,1,49,Male,4
Caucasian,0,1,24,Male,0
African-American,1,1,20,Male,0
Caucasian,0,0,44,Male,1
African-American,0,0,25,Female,1
Caucasian,1,0,41,Male,11
African-American,0,0,25,Male,1
Hispanic,0,0,44,Male,0
African-American,0,0,33,Male,0
African-American,1,0,20,Male,0
African-American,1,0,21,Male,1
Caucasian,0,0,44,Male,3
African-American,1,1,23,Male,1
African-American,1,1,35,Male,0
African-American,0,0,41,Female,0
African-American,0,0,30,Male,1
African-American,1,0,36,Male,7
African-American,1,0,26,Male,1
Hispanic,0,0,32,Female,0
Caucasian,1,0,23,Male,0
African-American,0,1,43,Female,9
African-American,1,0,30,Male,3
Caucasian,1,0,44,Male,1
Caucasian,0,0,39,Male,1
Hispanic,1,0,37,Male,2
African-American,1,1,31,Male,6
Caucasian,0,0,63,Male,5
African-American,1,1,66,Female,11
Hispanic,1,1,19,Male,2
Caucasian,0,0,24,Male,3
Caucasian,0,1,21,Male,2
Caucasian,0,0,48,Female,0
African-American,0,0,37,Male,0
African-American,1,0,21,Male,0
Other,0,0,20,Female,0
Caucasian,0,0,64,Female,0
Caucasian,0,0,22,Male,0
Caucasian,0,0,43,Male,8
Caucasian,1,0,25,Male,3
Caucasian,0,1,33,Male,10
African-American,0,0,26,Male,1
Caucasian,0,0,33,Female,1
African-American,0,0,44,Male,0
African-American,0,0,31,Male,0
Caucasian,1,0,50,Male,9
African-American,1,1,33,Male,16
African-American,1,1,31,Male,1
Hispanic,0,0,25,Female,0
African-American,0,0,43,Female,2
African-American,1,0,27,Male,0
Other,0,0,34,Male,2
Other,0,0,44,Male,0
African-American,1,1,31,Male,6
African-American,1,0,26,Male,2
African-American,1,1,20,Male,4
Hispanic,1,0,41,Male,1
Hispanic,0,0,55,Female,0
African-American,0,0,29,Male,6
Other,0,0,31,Male,0
African-American,1,0,31,Male,11
Other,0,0,52,Male,0
Caucasian,0,0,59,Male,0
African-American,1,0,49,Male,1
Caucasian,1,0,36,Male,11
African-American,0,0,23,Female,1
Caucasian,1,0,46,Male,26
Caucasian,1,0,59,Male,2
Hispanic,0,0,51,Male,1
African-American,0,0,34,Male,0
Other,0,0,32,Male,0
African-American,0,0,54,Male,1
African-American,1,1,24,Male,3
Other,1,0,32,Male,0
Caucasian,1,0,22,Male,0
African-American,0,0,36,Male,0
Caucasian,0,0,61,Male,0
African-American,0,0,38,Female,0
Hispanic,0,0,41,Male,9
Hispanic,1,0,34,Male,2
African-American,0,0,32,Male,0
Caucasian,1,0,37,Male,1
African-American,0,1,21,Male,4
African-American,1,0,57,Male,0
African-American,0,0,68,Male,2
African-American,0,0,24,Male,0
African-American,1,0,46,Male,3
Caucasian,1,0,41,Male,1
Other,0,0,30,Male,0
African-American,1,1,25,Male,8
African-American,1,0,24,Male,7
African-American,0,0,41,Male,1
Other,0,0,55,Male,4
Caucasian,0,0,33,Male,1
African-American,0,0,23,Male,0
Caucasian,1,1,47,Female,28
Caucasian,0,0,51,Female,0
Caucasian,0,0,36,Male,1
Hispanic,0,0,57,Male,0
African-American,0,0,43,Male,0
African-American,1,0,26,Male,4
Other,0,0,47,Male,0
African-American,0,0,60,Male,1
African-American,1,0,24,Male,0
Caucasian,1,0,20,Male,0
Caucasian,0,0,28,Female,0
African-American,1,0,28,Male,7
Caucasian,1,0,58,Male,2
Other,0,0,54,Male,1
African-American,1,0,24,Female,2
Other,0,0,34,Female,0
Other,0,0,48,Male,1
African-American,0,1,37,Male,0
African-American,1,1,28,Male,8
Caucasian,1,0,46,Male,14
Caucasian,0,0,45,Male,2
African-American,1,0,20,Male,2
African-American,0,0,52,Male,0
African-American,0,0,29,Male,0
African-American,1,1,34,Male,11
African-American,1,0,24,Male,0
African-American,1,1,28,Male,6
African-American,1,0,28,Male,2
African-American,0,0,29,Male,0
Caucasian,0,0,55,Female,2
Hispanic,0,0,68,Male,0
Hispanic,1,0,22,Male,0
Caucasian,1,1,24,Male,3
African-American,0,0,20,Male,0
African-American,0,0,23,Male,0
African-American,1,0,44,Male,6
African-American,1,0,34,Male,8
African-American,1,0,55,Male,0
African-American,1,0,23,Female,0
African-American,1,1,23,Female,3
Hispanic,0,0,24,Male,0
African-American,0,0,77,Male,0
Caucasian,0,0,52,Male,3
African-American,1,1,34,Male,8
Hispanic,0,0,39,Male,0
Caucasian,1,0,30,Male,2
African-American,1,0,30,Male,3
African-American,1,0,26,Male,0
Caucasian,0,0,51,Female,1
African-American,0,0,34,Male,2
Caucasian,0,0,23,Male,0
Caucasian,0,0,32,Male,2
African-American,0,0,38,Male,8
African-American,1,0,21,Male,0
Hispanic,1,0,34,Male,5
Caucasian,1,0,53,Male,8
Caucasian,0,0,34,Male,1
Caucasian,1,0,25,Male,5
African-American,0,0,54,Male,1
Caucasian,1,0,25,Male,2
Other,1,1,25,Male,3
Hispanic,0,0,34,Male,1
Other,1,0,46,Male,0
African-American,1,0,22,Male,0
African-American,1,1,23,Female,2
Caucasian,1,0,27,Male,1
African-American,0,0,45,Male,7
Caucasian,1,0,31,Female,9
Caucasian,0,0,45,Male,1
African-American,0,0,28,Male,12
African-American,1,0,24,Male,1
Caucasian,1,1,28,Female,6
African-American,0,0,41,Male,2
African-American,1,0,35,Male,3
African-American,1,1,20,Male,1
African-American,1,1,32,Male,19
African-American,0,0,28,Male,2
African-American,1,0,33,Male,7
African-American,1,1,26,Male,8
African-American,1,1,22,Male,1
African-American,0,0,25,Female,4
Hispanic,1,1,21,Male,0
Caucasian,0,0,23,Female,1
African-American,1,1,30,Male,2
African-American,1,1,25,Male,11
African-American,1,0,33,Male,3
Caucasian,0,0,35,Male,3
Caucasian,1,1,34,Male,13
African-American,1,0,37,Male,2
Caucasian,1,0,55,Female,0
Caucasian,0,0,43,Male,1
African-American,1,1,27,Male,27
African-American,0,0,26,Male,7
Caucasian,1,0,42,Female,4
Hispanic,0,0,27,Male,0
Caucasian,0,0,41,Male,1
African-American,1,1,21,Male,2
African-American,1,0,30,Male,4
Caucasian,0,1,30,Male,1
Caucasian,1,1,45,Female,0
African-American,1,1,23,Male,2
African-American,1,0,31,Female,2
African-American,1,0,40,Male,8
African-American,0,0,33,Male,1
African-American,1,0,40,Male,11
Caucasian,0,0,56,Male,1
African-American,1,0,21,Male,0
African-American,0,0,51,Male,4
Caucasian,0,0,36,Male,0
Hispanic,1,0,25,Male,3
Caucasian,0,0,30,Male,0
Caucasian,0,0,21,Female,0
Hispanic,1,0,25,Male,2
Hispanic,0,0,38,Male,0
African-American,1,0,41,Male,3
Caucasian,1,0,22,Female,0
Other,1,0,29,Male,8
Hispanic,1,0,21,Male,0
African-American,0,0,40,Female,2
African-American,0,0,37,Male,2
