group,race,neighborhood,time_of_day,vehicle_type,prior_stops,y_true,y_pred,y_prob
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,2,0,0,0.42535860683403126
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.37831626820788183
Black_Low_Income,Black,Low_Income,Night,Sedan,1,1,1,0.7034818409983452
White_Low_Income,White,Low_Income,Day,SUV,4,0,0,0.428420252874973
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.9350267107869993
White_Low_Income,White,Low_Income,Night,Sedan,0,0,0,0.4494490176729852
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.8114946329262401
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,2,1,1,0.835598981495982
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.07635670524112023
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.24917093643908356
Black_Affluent,Black,Affluent,Night,Sedan,4,0,0,0.40144998410588306
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.21137047295801056
White_Mixed,White,Mixed,Night,Luxury,1,0,0,0.3681391251130849
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.46344387799766906
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.23108880323329214
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.3661179573311822
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.5298884658541093
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.5270103205155827
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.19258006009966297
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,4,1,1,0.8087628678355054
Black_Affluent,Black,Affluent,Night,Sedan,0,0,0,0.4253220042424234
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.26711929605047857
White_Mixed,White,Mixed,Night,Sedan,2,1,1,0.6033256299404212
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6379560760679902
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6370416421801594
Black_Low_Income,Black,Low_Income,Night,SUV,3,1,1,1.0
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,4,0,0,0.3853159496390422
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,0,0,0.4827736065049892
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,1,1,1,0.6960673344924709
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.37747615518791294
White_Low_Income,White,Low_Income,Night,Luxury,0,1,1,0.6204608327034783
White_Low_Income,White,Low_Income,Day,Luxury,1,1,1,0.6160077405562346
White_Affluent,White,Affluent,Night,Luxury,1,0,0,0.1795774812660101
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,2,0,0,0.4791078308584822
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.32517476127721634
White_Mixed,White,Mixed,Day,SUV,3,1,1,0.5779082090356874
Black_Mixed,Black,Mixed,Night,SUV,4,1,1,0.7014777380989782
White_Low_Income,White,Low_Income,Night,Luxury,4,0,0,0.4578834244874128
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,5,0,0,0.4908461548465078
Black_Low_Income,Black,Low_Income,Day,SUV,0,0,0,0.6211278569649994
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.676858637379211
White_Mixed,White,Mixed,Night,Luxury,3,1,1,0.5957157809812819
White_Low_Income,White,Low_Income,Night,SUV,4,1,1,0.8009940454916734
Black_Low_Income,Black,Low_Income,Day,Sedan,1,1,1,0.8630573924530953
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,0,1,0.579684888894804
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.013886723239360715
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.35134402861148983
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.2570068513500442
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.3917017294581557
White_Low_Income,White,Low_Income,Night,SUV,0,1,1,0.5505198240321685
Black_Affluent,Black,Affluent,Day,Sedan,4,0,0,0.3841184149784651
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.20123557127160163
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.32218161850951843
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.39947373354957044
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.31824832955989835
Black_Affluent,Black,Affluent,Day,SUV,4,0,0,0.32524104397601017
Black_Low_Income,Black,Low_Income,Day,SUV,2,1,1,0.7789081777615809
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.15544955504928012
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.7942196861757774
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,1,1,0.5681918341081682
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.19603406038592666
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.53096337561992
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.417890376272184
Black_Mixed,Black,Mixed,Day,Sedan,1,1,1,0.5028003329872135
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,0,0,0.43541158177757266
Black_Mixed,Black,Mixed,Day,SUV,1,1,1,0.5229363902070063
White_Mixed,White,Mixed,Night,SUV,0,0,0,0.48662792242004527
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.3072945481241786
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.41235404302803236
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.33912855005320613
White_Low_Income,White,Low_Income,Day,SUV,2,0,0,0.3759524014880533
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,4,1,1,0.5308001021488495
Black_Mixed,Black,Mixed,Day,Sedan,4,0,0,0.4198862923173579
White_Low_Income,White,Low_Income,Day,Sedan,4,1,1,0.7778504247918185
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,1,0.45351603748468583
White_Low_Income,White,Low_Income,Night,SUV,0,1,1,0.6239298928382095
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.3273970676882547
Black_Mixed,Black,Mixed,Night,Sedan,1,0,0,0.28172887479939696
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.2373168699483104
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.47208620833842635
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,3,0,0,0.22528554443932738
Black_Mixed,Black,Mixed,Night,Sedan,2,1,1,0.5399938853756929
White_Low_Income,White,Low_Income,Day,Luxury,1,0,0,0.43097826575513476
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.3850398796057863
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.3588031671587741
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.17536812263578647
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.3406556255317182
White_Mixed,White,Mixed,Night,Sedan,4,1,1,0.7006628893818313
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,2,0,0,0.3717200384081103
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.22024699141359566
White_Mixed,White,Mixed,Night,SUV,4,1,1,0.6178492604769682
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,1,1,0.5184809373056257
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,1,0,1,0.6151188401849864
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.34291015835202127
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.39197984297630895
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.2644302034676925
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.4549539960396144
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.15246418867918923
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.31794540112576475
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,4,1,1,0.5300993522391229
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.38555110693506156
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,4,1,1,0.7018431940009195
Black_Low_Income,Black,Low_Income,Night,SUV,4,1,1,0.8094736254828654
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.3133219877723087
Black_Affluent,Black,Affluent,Day,SUV,1,0,0,0.14773438811657147
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.46152018158095787
White_Low_Income,White,Low_Income,Night,Luxury,2,1,1,0.6427816213304917
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.16309591906448787
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.33005933503855656
White_Affluent,White,Affluent,Night,Sedan,4,1,1,0.4506217463960084
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.33688315526798707
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,3,0,0,0.5627999477919068
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.5425200189076458
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,0,0.49982298597947017
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.0
White_Low_Income,White,Low_Income,Night,Luxury,2,1,1,0.5864127437228686
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.27683424735082995
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,0,0,0.351561109691376
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.49590067928527654
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.3778385539756527
Black_Mixed,Black,Mixed,Night,SUV,5,0,0,0.4133050546654861
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,0,1,1,0.961656056464154
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.2507457053355117
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,4,0,1,0.6313799601513982
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,2,0,0,0.4507121289387128
White_Low_Income,White,Low_Income,Night,Luxury,3,1,1,0.8025157277413546
White_Low_Income,White,Low_Income,Night,Sedan,2,0,0,0.40310229330713454
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,5,1,1,0.6505043510702513
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.3623638208298181
White_Affluent,White,Affluent,Day,Sedan,4,0,0,0.2629084257107468
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4083462475008616
Black_Affluent,Black,Affluent,Night,Sedan,4,0,0,0.49772273424469354
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.348221614985591
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.23301194133506223
White_Mixed,White,Mixed,Night,SUV,5,1,1,0.5849811442440527
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.12912711426301673
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,3,0,0,0.48901734152252374
Black_Affluent,Black,Affluent,Day,Sedan,4,0,0,0.3289426202337343
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,1,0.5785200426707225
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.34015586797796793
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.46671184665514054
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,1,0.6142700066545415
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.2798033794602366
Black_Mixed,Black,Mixed,Day,Sedan,0,0,0,0.37108061820773214
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5556008157195385
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.6608840370585339
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,1,0.5224106580606104
White_Low_Income,White,Low_Income,Day,SUV,4,0,0,0.39255727431722054
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,4,0,0,0.4789040916616598
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,1,1,0.9265738424821931
Black_Mixed,Black,Mixed,Night,Luxury,0,1,1,0.5243803704835716
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7781484239997525
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.5237551218924981
White_Affluent,White,Affluent,Night,Sedan,5,0,0,0.2723402423559166
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,1,0.640656579744872
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.39843161007509437
White_Mixed,White,Mixed,Day,Luxury,4,1,1,0.5027915219090024
White_Mixed,White,Mixed,Day,Sedan,1,1,1,0.5277780543597621
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.14328994735034672
Black_Mixed,Black,Mixed,Day,SUV,4,1,1,0.5073496553615924
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,3,0,0,0.5464414155645023
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.28170632889314906
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.5236116895508535
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.4871980116923933
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,3,1,1,0.5352909248491179
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.7542616913209605
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,1.0
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.4598240536968148
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.2276314399696383
Black_Mixed,Black,Mixed,Night,SUV,3,0,0,0.29757210802196254
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.3590457709251911
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.024387942185307043
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.2901010589526096
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.4876585899043522
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.4401849780538893
White_Low_Income,White,Low_Income,Day,SUV,3,0,0,0.3831730422645523
White_Low_Income,White,Low_Income,Night,SUV,4,1,1,0.6800111309671296
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.763058017529261
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.05852124341556378
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,4,0,0,0.4862854412395726
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6970459732226558
Black_Mixed,Black,Mixed,Day,SUV,3,1,1,0.63303656401855
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,2,1,1,0.6676393296939868
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.47507111929363854
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.39404437105206913
Black_Low_Income,Black,Low_Income,Night,Sedan,1,0,0,0.6534727630746453
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.7401494705367574
Black_Affluent,Black,Affluent,Day,Luxury,2,0,0,0.22098523193324848
White_Affluent,White,Affluent,Day,Sedan,4,0,0,0.14695934279413655
Black_Mixed,Black,Mixed,Night,Sedan,1,0,0,0.49980730987099037
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,4,0,0,0.4396605827389009
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.5922220929234783
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.1659341503624239
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,1,1,0.5175270812998062
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.3026374199915472
Black_Low_Income,Black,Low_Income,Day,Sedan,0,1,1,0.7075932342355922
Black_Low_Income,Black,Low_Income,Day,Sedan,1,1,1,0.874547856495165
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.24194042363644955
Black_Low_Income,Black,Low_Income,Day,Sedan,0,0,1,0.5778653658538293
Black_Affluent,Black,Affluent,Night,SUV,5,0,0,0.381672068254665
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.36631610821740435
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,0,0,0.49864803465217306
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,0,0,0,0.27227666941682716
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.26739586461051656
Black_Mixed,Black,Mixed,Day,SUV,5,1,1,0.5091206667863435
White_Low_Income,White,Low_Income,Night,Sedan,4,0,0,0.4865985159718219
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.08952095245295741
Black_Affluent,Black,Affluent,Day,Sedan,0,0,0,0.4010517862767029
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.5694904732048082
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.691835674190872
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.1518491402356312
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,1,0,0,0.632226795293636
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.41786163805064297
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.513636782309775
White_Affluent,White,Affluent,Night,Sedan,4,0,0,0.32484500101698055
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.1779601387824224
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.07313079039439846
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.3231387188457323
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.46815207327489194
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.4304348085188048
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,1,1,0.564091908275075
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.6262989425597495
Black_Low_Income,Black,Low_Income,Day,SUV,1,1,1,0.7686608455359714
White_Mixed,White,Mixed,Night,Luxury,4,1,1,0.5343006966843493
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.7316919050714884
Black_Low_Income,Black,Low_Income,Night,Sedan,2,1,1,0.8551023462282086
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.21945837699798346
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.37874252044872436
White_Low_Income,White,Low_Income,Day,SUV,0,0,0,0.360817272260629
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.22090184773240581
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.2684328622936524
Black_Low_Income,Black,Low_Income,Night,Sedan,2,1,1,0.8236410068951239
Black_Mixed,Black,Mixed,Night,Sedan,0,1,1,0.6361840166778138
Black_Low_Income,Black,Low_Income,Night,SUV,3,1,1,0.8247726830010917
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.2810822052600187
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,2,0,0,0.3020360704652638
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.45299724510688577
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,0,0,1,0.5451162932526231
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,0,1,1,0.5512466508277878
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.15832483108807333
White_Mixed,White,Mixed,Night,Sedan,4,1,1,0.5660264761229788
Black_Mixed,Black,Mixed,Night,Sedan,4,1,1,0.6050305108766555
White_Affluent,White,Affluent,Night,SUV,6,1,1,0.426154973003552
Black_Mixed,Black,Mixed,Night,SUV,1,1,1,0.5384812389805396
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.4868634230790895
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,4,1,1,0.8275174370700819
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.24603250717438283
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.18290241908324315
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.30370134592024295
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.30489161907910484
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.7786677653685858
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4380024415912362
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.42266308638715905
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,1,1,1,0.7836354078572814
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.4628419282093509
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,1,0,0,0.4369798335294265
Black_Mixed,Black,Mixed,Night,Sedan,2,0,0,0.4181282498485014
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.31510375113757905
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4048657525482012
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,0,1,1,0.7353597616588675
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.38265005372451155
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.7232620437673567
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.10328100910928908
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,3,0,0,0.541166036772439
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,1,1,1,0.7321936847491103
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.4348015115196297
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.2922724915801497
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.8746191755066759
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.7575506033923277
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,3,0,0,0.19754862236982795
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.5206561736361925
Black_Mixed,Black,Mixed,Day,Luxury,2,0,0,0.4410057892029684
White_Mixed,White,Mixed,Night,SUV,4,1,1,0.5965198279904925
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.3104290334182517
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.45186492510710935
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.7678383746961035
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,4,0,0,0.4386596263877478
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.31744891803027797
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,4,1,1,0.5273353324835007
White_Low_Income,White,Low_Income,Day,SUV,4,1,1,0.6455742599782498
Black_Low_Income,Black,Low_Income,Day,Luxury,2,1,1,0.7926868482601848
Black_Low_Income,Black,Low_Income,Night,Sedan,4,1,1,0.8617077955758257
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.7704090874341343
Hispanic_Low_Income,Hispanic,Low_Income,Night,Luxury,1,1,1,0.8079236298928231
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.4104222540145639
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,3,0,0,0.498483097951324
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,5,0,0,0.4022633838011083
White_Mixed,White,Mixed,Day,Luxury,0,0,0,0.40324179686250405
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,1,0,0,0.5259298395589838
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5661538294322452
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,0,0.6110605557009879
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,1,1,0.8054438402174526
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.30334773832011364
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.09657667255097921
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.40185740598039
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.124086691010687
Black_Mixed,Black,Mixed,Night,Sedan,2,1,1,0.586394555218267
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.424332946813814
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.46677708241807003
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,4,0,0,0.32835712977738346
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,1,1,0.5198515279578726
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.23784797318896897
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.4685515231608244
Black_Mixed,Black,Mixed,Day,Sedan,0,0,0,0.22621340884593508
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.38183407349730325
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.5973970320151585
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.37145232945999573
White_Mixed,White,Mixed,Day,Sedan,3,1,1,0.5277165015443653
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.32133511744949184
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.6146095890708421
Black_Low_Income,Black,Low_Income,Night,Sedan,2,1,1,0.9222447076492148
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,0,0.4910912733900751
Black_Low_Income,Black,Low_Income,Night,Sedan,0,1,1,0.7149096423241903
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.6713071935486752
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.29830724575790346
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.4292010413270376
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.08614304406087081
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.34152272949540063
Black_Low_Income,Black,Low_Income,Night,Sedan,1,1,1,0.7700783759694958
White_Mixed,White,Mixed,Day,SUV,2,1,1,0.5200615916424016
Black_Affluent,Black,Affluent,Night,SUV,2,0,0,0.38057467341970336
Black_Mixed,Black,Mixed,Day,Sedan,4,0,0,0.4617766723768674
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.24692692313019066
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.33452336545071326
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.518066848072565
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.5022062875018531
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,0,0.6188161386277591
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,1,1,0.5056785440905127
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.7119674999166625
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.29831090492354273
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.08632982572391926
Black_Mixed,Black,Mixed,Night,SUV,2,1,1,0.5363612636830292
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.5438846610587325
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,4,0,0,0.4716798585914096
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.6914955959953497
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.38452955095675784
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.48494733703612625
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.5660005881801892
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.2609825238542897
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.36018748731707106
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.2957983078764387
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.3675514783723357
Black_Mixed,Black,Mixed,Night,Luxury,0,0,0,0.36481457684484964
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.32712520749206264
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,4,0,0,0.417255282747627
Black_Affluent,Black,Affluent,Day,SUV,3,0,0,0.23019431876043506
White_Mixed,White,Mixed,Night,Sedan,5,1,1,0.6182098052109212
White_Low_Income,White,Low_Income,Day,Sedan,4,1,1,0.667283978655661
White_Low_Income,White,Low_Income,Night,Luxury,1,1,1,0.7617665998455612
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.1112316440899154
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,3,1,1,0.683441750507387
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.34217190819673626
