AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,PUBCOV
19.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,700.0,1.0,53.0,2.0,9.0,False
19.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
28.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
18.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,2.0,1.0,False
61.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,12300.0,6.0,53.0,0.0,1.0,True
18.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
21.0,21.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,660.0,1.0,53.0,2.0,6.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2200.0,6.0,53.0,2.0,1.0,False
64.0,17.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,20000.0,6.0,53.0,0.0,1.0,True
36.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6000.0,1.0,53.0,0.0,1.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2500.0,1.0,53.0,2.0,1.0,False
62.0,23.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,7700.0,6.0,53.0,0.0,6.0,True
18.0,16.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,2.0,9.0,False
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,0.0,1.0,False
19.0,18.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,0.0,1.0,False
23.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,17000.0,4.0,53.0,0.0,2.0,False
19.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,19000.0,4.0,53.0,0.0,8.0,False
22.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,1.0,53.0,0.0,9.0,False
41.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
52.0,14.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,0.0,1.0,False
26.0,12.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1900.0,6.0,53.0,0.0,1.0,True
54.0,19.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,10300.0,6.0,53.0,0.0,1.0,True
19.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5000.0,6.0,53.0,0.0,1.0,False
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,1.0,53.0,2.0,9.0,False
22.0,18.0,5.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,20000.0,4.0,53.0,0.0,6.0,False
31.0,17.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,400.0,6.0,53.0,0.0,1.0,True
19.0,16.0,5.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,6.0,False
48.0,17.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
17.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,7100.0,6.0,53.0,2.0,1.0,False
18.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
26.0,12.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
61.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,7500.0,6.0,53.0,0.0,1.0,True
49.0,19.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,11500.0,3.0,53.0,0.0,1.0,True
54.0,12.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,10200.0,6.0,53.0,0.0,1.0,True
23.0,12.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,8.0,False
36.0,22.0,1.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,False
18.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,16200.0,3.0,53.0,0.0,9.0,False
36.0,20.0,5.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,20000.0,6.0,53.0,0.0,6.0,True
32.0,21.0,5.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,790.0,3.0,53.0,0.0,1.0,True
22.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,400.0,3.0,53.0,0.0,1.0,False
37.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,5200.0,1.0,53.0,2.0,2.0,False
18.0,18.0,5.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,15300.0,6.0,53.0,0.0,1.0,False
19.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3200.0,6.0,53.0,0.0,1.0,False
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,22000.0,4.0,53.0,0.0,1.0,False
64.0,19.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,11300.0,6.0,53.0,0.0,1.0,True
54.0,12.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,10200.0,6.0,53.0,0.0,1.0,True
24.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,17400.0,4.0,53.0,2.0,1.0,False
24.0,12.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,9000.0,6.0,53.0,0.0,8.0,True
18.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6500.0,1.0,53.0,0.0,1.0,False
33.0,14.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1400.0,6.0,53.0,0.0,9.0,True
64.0,19.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,11300.0,6.0,53.0,0.0,1.0,True
22.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,28000.0,4.0,53.0,0.0,1.0,False
60.0,18.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,8400.0,6.0,53.0,0.0,2.0,True
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,15000.0,4.0,53.0,0.0,2.0,False
38.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,1.0,True
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8500.0,6.0,53.0,2.0,1.0,False
18.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,6800.0,2.0,53.0,0.0,1.0,False
49.0,18.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,10250.0,1.0,53.0,0.0,2.0,True
22.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1200.0,6.0,53.0,0.0,9.0,True
30.0,12.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
50.0,16.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2100.0,6.0,53.0,0.0,1.0,True
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
61.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,7500.0,6.0,53.0,0.0,1.0,True
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,9.0,False
19.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,19000.0,4.0,53.0,0.0,8.0,False
34.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2400.0,6.0,53.0,0.0,1.0,True
18.0,19.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1300.0,6.0,53.0,2.0,2.0,False
61.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,7500.0,6.0,53.0,0.0,1.0,True
21.0,19.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,-1400.0,6.0,53.0,2.0,6.0,False
19.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2000.0,6.0,53.0,0.0,1.0,False
26.0,11.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,590.0,6.0,53.0,0.0,1.0,True
33.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1900.0,6.0,53.0,0.0,2.0,False
49.0,18.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,10250.0,1.0,53.0,0.0,2.0,True
24.0,15.0,5.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,10.0,6.0,53.0,0.0,9.0,False
47.0,20.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,240.0,6.0,53.0,0.0,1.0,True
24.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,24000.0,4.0,53.0,0.0,1.0,False
63.0,16.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,9400.0,6.0,53.0,0.0,1.0,True
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,7400.0,1.0,53.0,2.0,1.0,False
19.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1900.0,1.0,53.0,0.0,1.0,False
18.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6000.0,6.0,53.0,2.0,2.0,False
57.0,21.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2400.0,6.0,53.0,0.0,1.0,True
63.0,18.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,21000.0,6.0,53.0,0.0,1.0,True
62.0,23.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,7700.0,6.0,53.0,0.0,6.0,True
19.0,16.0,5.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,2.0,6.0,False
29.0,14.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3800.0,6.0,53.0,0.0,8.0,True
52.0,17.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,9300.0,6.0,53.0,0.0,1.0,True
19.0,18.0,5.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,4000.0,6.0,53.0,0.0,6.0,False
18.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3000.0,6.0,53.0,2.0,8.0,False
29.0,15.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4800.0,6.0,53.0,2.0,1.0,True
28.0,17.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,53.0,1.0,9.0,True
30.0,12.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
18.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2000.0,1.0,53.0,2.0,1.0,False
43.0,21.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,8800.0,6.0,53.0,0.0,1.0,True
21.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,30000.0,4.0,53.0,0.0,1.0,False
19.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5500.0,1.0,53.0,2.0,1.0,False
25.0,19.0,5.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,1.0,53.0,2.0,9.0,False
34.0,19.0,4.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1200.0,6.0,53.0,0.0,1.0,True
22.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,20000.0,4.0,53.0,2.0,2.0,False
43.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,15000.0,6.0,53.0,0.0,1.0,True
28.0,14.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
22.0,18.0,5.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1400.0,6.0,53.0,0.0,6.0,False
19.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2000.0,6.0,53.0,0.0,1.0,False
23.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,22000.0,4.0,53.0,0.0,2.0,False
41.0,12.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,200.0,6.0,53.0,0.0,1.0,True
24.0,12.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,9000.0,6.0,53.0,0.0,8.0,True
18.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,500.0,6.0,53.0,2.0,1.0,False
22.0,20.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,5500.0,6.0,53.0,0.0,1.0,False
18.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2000.0,6.0,53.0,0.0,1.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,26000.0,1.0,53.0,2.0,1.0,False
19.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
48.0,18.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,2200.0,6.0,53.0,2.0,1.0,True
18.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,6.0,False
18.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,800.0,6.0,53.0,0.0,1.0,False
19.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,5300.0,3.0,53.0,0.0,1.0,False
43.0,14.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,16000.0,6.0,53.0,0.0,1.0,False
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1400.0,6.0,53.0,0.0,1.0,False
21.0,19.0,5.0,2.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12600.0,1.0,53.0,2.0,2.0,False
36.0,20.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,53.0,2.0,1.0,False
21.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,2.0,1.0,False
18.0,18.0,5.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4100.0,6.0,53.0,2.0,1.0,False
18.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1200.0,6.0,53.0,0.0,2.0,False
44.0,20.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,12000.0,3.0,53.0,2.0,9.0,False
48.0,21.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
52.0,17.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3200.0,6.0,53.0,2.0,1.0,False
18.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6300.0,6.0,53.0,0.0,1.0,False
31.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,False
49.0,19.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,6.0,53.0,2.0,2.0,True
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1700.0,6.0,53.0,0.0,1.0,False
64.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,14900.0,6.0,53.0,0.0,1.0,True
30.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
28.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,25000.0,6.0,53.0,0.0,1.0,False
48.0,18.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,4500.0,6.0,53.0,0.0,1.0,True
56.0,16.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,9.0,True
59.0,14.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,6.0,53.0,0.0,1.0,False
24.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,17400.0,4.0,53.0,2.0,1.0,False
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1100.0,1.0,53.0,0.0,1.0,False
38.0,19.0,4.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
22.0,15.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,6.0,53.0,0.0,2.0,True
18.0,14.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1300.0,6.0,53.0,0.0,1.0,True
57.0,17.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,6.0,53.0,0.0,3.0,True
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3300.0,1.0,53.0,2.0,1.0,False
49.0,19.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,11500.0,3.0,53.0,0.0,1.0,True
20.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6200.0,6.0,53.0,0.0,6.0,False
29.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,17000.0,6.0,53.0,0.0,1.0,True
55.0,16.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,11000.0,6.0,53.0,0.0,1.0,False
33.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,4.0,53.0,2.0,1.0,False
42.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,5.0,True
49.0,19.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,11500.0,3.0,53.0,0.0,1.0,True
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,53.0,2.0,1.0,False
18.0,18.0,5.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,3000.0,6.0,53.0,2.0,1.0,True
42.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
18.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2400.0,6.0,53.0,0.0,1.0,False
25.0,20.0,5.0,1.0,2.0,0.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,20000.0,4.0,53.0,0.0,1.0,False
28.0,14.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,9100.0,6.0,53.0,2.0,1.0,True
27.0,21.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,680.0,6.0,53.0,0.0,1.0,True
19.0,19.0,5.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1000.0,1.0,53.0,2.0,6.0,False
35.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,28500.0,6.0,53.0,0.0,9.0,True
32.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,500.0,1.0,53.0,0.0,9.0,True
41.0,12.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,200.0,6.0,53.0,0.0,1.0,True
36.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,21400.0,6.0,53.0,0.0,2.0,False
18.0,18.0,5.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,8000.0,3.0,53.0,2.0,1.0,False
61.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,7500.0,6.0,53.0,0.0,1.0,True
49.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,22000.0,6.0,53.0,0.0,1.0,True
48.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3800.0,3.0,53.0,2.0,1.0,True
36.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4000.0,6.0,53.0,0.0,1.0,True
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,21600.0,4.0,53.0,0.0,1.0,False
36.0,14.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,21700.0,6.0,53.0,2.0,9.0,True
22.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,280.0,6.0,53.0,0.0,8.0,True
18.0,18.0,5.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,0.0,1.0,False
31.0,19.0,4.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1000.0,6.0,53.0,0.0,6.0,True
51.0,16.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,11000.0,6.0,53.0,0.0,1.0,True
